n_obs,beta,alpha,r_squared,r_squared_adj,beta_se,beta_tstat,beta_pvalue,alpha_pvalue,correlation,avg_price,avg_spread,avg_depth,price_volatility,ofi_volatility,segment,start_hours,end_hours
68,5.412734368189547e-07,-5.876323829980547e-06,0.4731856252055776,0.46520358922384397,1.3183495836612355e-07,4.105689746688924,4.031102289778298e-05,0.9509203063225855,0.687884892409753,0.3420588235294118,0.010588235294117572,28076.76830882353,0.0012126781251816522,1541.1488998438701,Last 2 hours,0,2.0
216,4.995572319635605e-07,7.858897920117927e-05,0.6168450273342779,0.6150545835367746,7.421350230931168e-08,6.731352333723243,1.680933725150103e-11,0.38123493949773346,0.7853948225792405,0.34791666666666654,0.010185185185185115,18860.765185185188,0.0020459830184114203,3216.6574056575505,2-6 hours before,2,6.0
2472,2.0545841432190985e-07,7.047452419672818e-05,0.11367350356926487,0.11331466693103376,3.2831827846854164e-08,6.25790361963037,3.9018682101722807e-10,0.3617950292871265,0.3371550141540964,0.30060679611650487,0.011788025889967618,24537.372572815533,0.004043438397150738,6635.238252577053,6-24 hours before,6,24.0
3357,3.184783477804902e-07,-4.4622792037636825e-05,0.13586328245193735,0.13560571562107349,6.471797085085924e-08,4.921018746314137,8.609488267224579e-07,0.24820455344787418,0.36859636793103673,0.4569124218051832,0.011006851355376822,39493.79523830801,0.0024008941113130423,2778.71590136152,1-3 days before,24,72.0
3491,1.152251765713521e-07,-1.5872689159648642e-05,0.10010087423519654,0.09984294957891537,5.4269576798154414e-08,2.1232002047834406,0.033737078825071,0.5165556400935709,0.3163872219847641,0.4771956459467201,0.010226296190203361,43541.37933686623,0.0015511969449930369,4259.30258283217,3-7 days before,72,168.0
17236,2.009196977290964e-07,-2.2724702997060373e-05,0.047879215432529265,0.04782396878145778,4.544138222018497e-08,4.421513781327019,9.801181183658847e-06,0.3091605723340224,0.21881319757360576,0.685058308192156,0.010904502204687838,35792.35838854723,0.0029988497744329566,3265.921239197413,More than 7 days before,168,inf
