Market,N_obs,Corr_OFI_TI,R2_OFI_only,R2_TI_only,R2_Both,Beta_OFI_solo,Beta_TI_solo,Beta_OFI_joint,Beta_TI_joint,p_OFI_joint,p_TI_joint
Fed,3280,-0.008049046871518308,0.13693910084448957,0.0018974773886811706,0.13858606332468196,1.7096063281704968e-07,-0.0009810633568194107,1.7080971769519365e-07,-0.0009140388849141326,0.0,0.01236019244391473
