Market,N_obs,Corr_OFI_TI,R2_OFI_only,R2_TI_only,R2_Both,Beta_OFI_solo,Beta_TI_solo,Beta_OFI_joint,Beta_TI_joint,p_OFI_joint,p_TI_joint
NYC,101270,-0.0041357893743434945,0.04974729612428594,0.00169901647256762,0.05137114606358091,1.4373188266969458e-08,-4.6513554056424194e-05,1.4362448287581675e-08,-4.547339621522127e-05,0.0,0.0
