Market,Beta_Last2h,Beta_Rest,Beta_Change_Pct,R2_Last2h,R2_Rest,Depth_Last2h,Depth_Rest,Depth_Change_Pct,Vol_Last2h,Vol_Rest,Vol_Change_Pct
NYC,7.643653793346915e-08,3.0005135498026954e-08,154.74485172211732,0.2563676406373745,0.09606775085237258,8426.330440835265,19344.86919541598,-56.44152278459451,0.00039710424211456447,0.00035430402228070967,12.0800829633102
