Market,R2_OFI,R2_TI,R2_Both,Corr_OFI_TI,R2_Improvement
Fed,0.06705374321202531,0.0033557698047936985,0.07064944041429312,-0.007852087533933528,0.0035956972022678085
NYC,0.04974729612428594,0.00169901647256762,0.05137114606358091,-0.0041357893743434945,0.0016238499392949718
