level_config,time_window,outlier_method,q_exponent,r2,beta,p_value,n_obs,std_err
L10,10,Abs (200k),0.5,0.6169508210150404,4.9810074629033746e-05,0.0,2747,7.491141709783372e-07
L20,15,Raw,0.7,0.616936521117736,2.900890532512849e-06,0.0,1835,5.339065420013976e-08
L20,45,Z-Score (3),0.3,0.6168584034303352,0.0001797340503300656,1.7823030370433037e-126,599,5.797357805713512e-06
L10,20,Winsorized,0.5,0.6167326797987849,5.326150985285126e-05,2.0107269351471872e-288,1376,1.1327198767198315e-06
ALL,90,Pctl (1%-99%),0.5,0.6165354255928424,1.1377697088352795e-05,3.426053718153254e-64,301,5.189223540055296e-07
L20,5,Raw,0.3,0.6162660279061665,0.00016911532468025987,0.0,5431,1.811148471422156e-06
L20,5,Abs (200k),0.3,0.6162660279061665,0.00016911532468025987,0.0,5431,1.811148471422156e-06
L20,5,Abs (100k),0.3,0.6162660279061665,0.00016911532468025987,0.0,5431,1.811148471422156e-06
ALL,20,Abs (100k),0.5,0.6159310850366528,1.0288709398947993e-05,3.5551441068694015e-287,1373,2.194222637786694e-07
L2,90,Pctl (1%-99%),0.5,0.6158756393165349,0.0002802314623342049,4.432422475500313e-64,301,1.2798842981489373e-05
L20,90,Z-Score (3),0.7,0.6158443055894804,3.1510463131866693e-06,1.063049564640587e-64,304,1.4320872804990765e-07
L50pct,15,Raw,0.7,0.6158100227787433,2.3426714053139205e-06,0.0,1835,4.3219504442321664e-08
L50pct,15,Z-Score (3),0.3,0.6157415536188253,0.00013895973919495855,0.0,1799,2.5895686661809523e-06
ALL,15,Winsorized,0.3,0.6152244968551186,8.512172103225634e-05,0.0,1835,1.5723385442301586e-06
ALL,90,Raw,0.7,0.6151005559424699,1.2389820563795612e-06,1.298605124109983e-65,309,5.5936644570517346e-08
L3,90,Pctl (1%-99%),0.5,0.6145169400286847,0.00018462896997232145,7.522565504090347e-64,301,8.456681453115238e-06
L10,60,Raw,0.7,0.6139194103856093,6.108234097469483e-06,1.0613960778750392e-96,460,2.2634256622661034e-07
L2,15,Z-Score (3),0.3,0.6138839732497322,0.0020059985257418387,0.0,1802,3.749817430911876e-05
L10,90,Winsorized,0.7,0.6134341050768729,6.42215199054703e-06,2.523856678385165e-65,309,2.909639612759087e-07
L3,90,Abs (100k),0.7,0.6133023437148227,2.3690921502987315e-05,4.283987901524945e-65,308,1.0753991733184757e-06
ALL,90,Winsorized,0.7,0.6132562679892319,1.3708595028410204e-06,2.708871266074156e-65,309,6.213186689848086e-08
ALL,60,Z-Score (3),0.5,0.6131521682005321,1.0996811057934151e-05,3.1432467656620256e-94,449,4.131416228072096e-07
L5,15,Pctl (1%-99%),0.3,0.6129248092798095,0.0007504844501255839,0.0,1797,1.4076787014052712e-05
L10,45,Z-Score (3),0.3,0.6129177730254219,0.0003618253072879158,6.100129203318673e-125,598,1.1778129302103065e-05
L5,30,Winsorized,0.5,0.6122925282883759,0.0001227896238557214,4.4672152145954334e-191,920,3.2248753581921626e-06
L20,45,Winsorized,0.7,0.6120544628521324,3.2291999125539113e-06,3.7361922322765944e-128,615,1.0383769532212483e-07
L50pct,45,Z-Score (3),0.3,0.6120329142863247,0.00014800010388586578,1.2054889009872754e-124,598,4.8266848404447625e-06
L2,90,Winsorized,0.7,0.6116658417029132,3.656627477562841e-05,5.092497840407408e-65,309,1.6628658456843877e-06
L2,60,Pctl (1%-99%),0.5,0.6113466273251398,0.00028865496293372186,5.549965416132562e-94,450,1.0873703382073642e-05
L50pct,60,Pctl (1%-99%),0.7,0.6103902350735531,2.6246615891736104e-06,9.632160135238467e-94,450,9.907074676288232e-08
ALL,60,Raw,0.7,0.6103823938045839,1.276381099320447e-06,8.59215423615631e-96,460,4.7650330072768983e-08
L50pct,5,Abs (200k),0.3,0.6102318346204538,0.0001367515141848905,0.0,5431,1.4832965113471852e-06
L50pct,5,Abs (100k),0.3,0.6102318346204538,0.0001367515141848905,0.0,5431,1.4832965113471852e-06
L50pct,5,Raw,0.3,0.6102318346204538,0.0001367515141848905,0.0,5431,1.4832965113471852e-06
L10,15,Winsorized,0.5,0.610040304508874,5.4318648079650414e-05,0.0,1835,1.0143744848258207e-06
L3,15,Z-Score (3),0.3,0.6097947180352042,0.001281183310260862,0.0,1803,2.414955647207698e-05
L3,10,Raw,0.5,0.60871000831327,0.00019225451235396686,0.0,2747,2.942046388072405e-06
L3,10,Abs (100k),0.5,0.60871000831327,0.00019225451235396686,0.0,2747,2.942046388072405e-06
L3,10,Abs (200k),0.5,0.60871000831327,0.00019225451235396686,0.0,2747,2.942046388072405e-06
L20,30,Winsorized,0.7,0.6086810716167836,3.353152998102146e-06,3.159113943525022e-189,920,8.873655390505489e-08
L20,90,Pctl (1%-99%),0.7,0.6083325230531905,3.1822687409171073e-06,8.164217187474407e-63,301,1.4766905512464284e-07
L10,60,IQR (1.5x),0.3,0.6080881579885477,0.00036945255891313847,2.95729907142923e-87,421,1.448980655915413e-05
L50pct,20,Z-Score (3),0.5,0.6076248574526784,1.906511512331819e-05,6.354792821833736e-276,1349,4.1743476115575005e-07
L50pct,15,Pctl (1%-99%),0.3,0.6075565396317895,0.00013765221887828793,0.0,1797,2.6112363826708867e-06
L3,15,Pctl (1%-99%),0.3,0.6070786577690279,0.0012918802037541319,0.0,1797,2.453128757956762e-05
L2,15,Pctl (1%-99%),0.3,0.6068920062859678,0.001992457084538038,0.0,1797,3.784922387651492e-05
L10,90,Raw,0.7,0.6068252543425291,5.874549117709766e-06,3.423507363519519e-64,309,2.698772869328719e-07
L10,60,Winsorized,0.7,0.6066998937030734,6.5816108773739364e-06,7.429917730061791e-95,460,2.476136234907554e-07
L10,60,Z-Score (3),0.5,0.6065537414983077,4.857303101962003e-05,1.3847612263048869e-92,449,1.8503313629812933e-06
L50pct,30,Pctl (1%-99%),0.5,0.6065023326796141,2.0189630630181745e-05,4.5970904662778324e-184,900,5.42681539764621e-07
L2,60,IQR (1.5x),0.3,0.6064435783833191,0.0019251152343010846,2.795479505708679e-87,423,7.558297526756915e-05
L5,20,Winsorized,0.5,0.6063926791803138,0.00011592535665893165,1.7769781220418738e-280,1376,2.5196468983654537e-06
L50pct,30,Z-Score (3),0.5,0.6055924880657211,2.002605115333834e-05,8.145042295987228e-184,901,5.3901124366748e-07
L50pct,60,IQR (1.5x),0.3,0.6053343598345873,0.00014518886909468406,8.290177542287996e-86,417,5.754747463645681e-06
L20,30,Z-Score (3),0.5,0.6042843408536362,2.4454327467894726e-05,2.271010505682866e-183,902,6.596376212321007e-07
L5,10,Abs (100k),0.5,0.604121225570125,0.00010908431425128588,0.0,2747,1.6854279535015069e-06
L5,10,Raw,0.5,0.604121225570125,0.00010908431425128588,0.0,2747,1.6854279535015069e-06
L5,10,Abs (200k),0.5,0.604121225570125,0.00010908431425128588,0.0,2747,1.6854279535015069e-06
ALL,30,Z-Score (3),0.3,0.6038777397494638,8.081955975691188e-05,5.7331921462374855e-183,901,2.1831156770182035e-06
L3,90,Winsorized,0.7,0.6037146274343468,2.4619578003465046e-05,1.1505833451719375e-63,309,1.1384123241663213e-06
L20,60,Pctl (5%-95%),0.3,0.6034577477894968,0.00016711243331244275,8.929938187795986e-85,414,6.673927055932687e-06
L5,60,Pctl (1%-99%),0.5,0.6032517486859684,0.00010697116374796894,5.656421074801408e-92,450,4.098603715647238e-06
L5,60,MAD (3),0.3,0.6025493647278064,0.000715678153775294,1.389224872839731e-87,429,2.8128663926962997e-05
L50pct,60,MAD (3),0.3,0.601866293599219,0.00013954940859197388,1.2711947838971853e-86,425,5.51851565634393e-06
L50pct,60,Z-Score (3),0.7,0.6011552842970054,2.4889585115243873e-06,1.1638789345947924e-91,451,9.567601398657077e-08
ALL,30,Pctl (1%-99%),0.3,0.6011305524831694,8.095822760337071e-05,2.0341990405034415e-181,900,2.200664351607459e-06
L2,10,Abs (100k),0.5,0.6009089078368413,0.0002987684242518815,0.0,2747,4.647241249263976e-06
L2,10,Abs (200k),0.5,0.6009089078368413,0.0002987684242518815,0.0,2747,4.647241249263976e-06
L2,10,Raw,0.5,0.6009089078368413,0.0002987684242518815,0.0,2747,4.647241249263976e-06
L50pct,20,Winsorized,0.7,0.60043559013777,2.5558475818218035e-06,5.414453992555393e-276,1376,5.624731166456261e-08
L20,20,Winsorized,0.7,0.5999850895973122,3.1270425194463902e-06,1.1746886940657298e-275,1376,6.888240171300309e-08
L20,60,Pctl (1%-99%),0.7,0.599869822732904,3.211170691543044e-06,3.797357281270093e-91,450,1.2390719633241913e-07
L10,45,Raw,0.7,0.5997597563808577,6.0921125594747645e-06,5.3688989463053855e-124,615,2.01006174383232e-07
L5,90,Z-Score (3),0.5,0.5991107823040294,0.00010309862490688501,1.0659999367785508e-61,303,4.861029369432499e-06
L50pct,20,Pctl (1%-99%),0.5,0.5990855414872129,1.886183623760203e-05,2.0053209995106475e-269,1348,4.205744447377739e-07
L10,60,Pctl (5%-95%),0.3,0.5984348783979255,0.00034645639439052873,1.1988123405200468e-83,414,1.398200705401711e-05
L5,90,Pctl (5%-95%),0.3,0.5983254415823845,0.0007519055899179268,2.1138956519135625e-56,277,3.7150562519598855e-05
ALL,60,Pctl (1%-99%),0.5,0.5981724481136513,1.0571457547949064e-05,9.815104847250132e-91,450,4.093572779523894e-07
L10,90,Pctl (1%-99%),0.7,0.5970802810803596,6.8061278630069405e-06,5.687557114579162e-61,301,3.2333849042402486e-07
L20,20,Z-Score (3),0.5,0.5970451498994678,2.3026496626556606e-05,3.882683700890153e-268,1349,5.154287931061314e-07
L3,30,Winsorized,0.5,0.5964587397136042,0.00021430438260825125,4.313786660760186e-183,920,5.817862886899825e-06
L2,10,Z-Score (3),0.3,0.5963832784085563,0.0020926760659857047,0.0,2691,3.3199263735123555e-05
L10,20,Raw,0.7,0.5963799589397745,5.819403753037447e-06,5.59954827284688e-273,1376,1.2915462541456888e-07
L3,20,Winsorized,0.5,0.5960804547751383,0.00020297494239724856,9.32344534829211e-273,1376,4.5075863383766426e-06
L10,90,Abs (200k),0.7,0.5959506261117117,6.9289583670706505e-06,1.363382383308829e-60,300,3.305003309413095e-07
L10,90,Z-Score (3),0.7,0.5959506261117117,6.9289583670706505e-06,1.363382383308829e-60,300,3.305003309413095e-07
ALL,10,Abs (200k),0.5,0.5957198602238433,1.0458897492026998e-05,0.0,2747,1.6445038562695363e-07
ALL,10,Abs (100k),0.5,0.5957198602238433,1.0458897492026998e-05,0.0,2747,1.6445038562695363e-07
ALL,10,Raw,0.5,0.5957198602238433,1.0458897492026998e-05,0.0,2747,1.6445038562695363e-07
L50pct,15,Winsorized,0.7,0.5943581834912938,2.5389237925417515e-06,0.0,1835,4.8990928334637666e-08
L5,90,Pctl (1%-99%),0.5,0.5940095161023274,0.00010462852051458227,1.7741249039163165e-60,301,5.0023689035950204e-06
L2,10,Pctl (1%-99%),0.3,0.5939498415475745,0.002087454942453302,0.0,2691,3.328408831473351e-05
L3,60,Pctl (1%-99%),0.5,0.5939127469336674,0.0001832800369392067,1.0453844046667695e-89,450,7.1601894298792695e-06
L50pct,10,Winsorized,0.5,0.5938095778873694,2.1013647522938175e-05,0.0,2747,3.3171988718787595e-07
ALL,20,Z-Score (3),0.3,0.5932730770030848,7.33569054829154e-05,1.3192765746925657e-265,1350,1.6543225777753947e-06
ALL,45,Pctl (1%-99%),0.3,0.5930665244099032,7.984645888464017e-05,4.767194450494937e-119,601,2.702416304755627e-06
L20,10,Winsorized,0.5,0.5927618560061958,2.5847106462309727e-05,0.0,2747,4.0890729392738366e-07
L20,45,Pctl (1%-99%),0.5,0.5923617372909771,2.3825518022817302e-05,8.009421763713549e-119,601,8.075564918675456e-07
L20,20,Pctl (1%-99%),0.5,0.5923539605232071,2.2893999476158984e-05,1.4840096534359612e-264,1348,5.176665509922215e-07
ALL,60,Winsorized,0.7,0.5922687688826894,1.345196734603601e-06,2.8840605614552753e-91,460,5.215316128692082e-08
L10,30,Raw,0.7,0.5920475595673887,6.0851505923363484e-06,6.363180920929672e-181,920,1.667156845092513e-07
L50pct,60,Pctl (5%-95%),0.3,0.5918741340734698,0.00014274263682446887,3.396108833230564e-82,414,5.839658984277225e-06
L50pct,45,Pctl (1%-99%),0.5,0.5917932663961455,1.953909273609053e-05,1.2163892725785109e-118,601,6.630496581351071e-07
L5,60,Z-Score (3),0.5,0.5917549143325616,0.00010641392832005674,5.378281171028265e-89,449,4.180558068583948e-06
L20,60,Z-Score (3),0.7,0.591370031295643,3.015575836814293e-06,1.7290187211105004e-89,452,1.181678813291613e-07
L3,10,Z-Score (3),0.3,0.5908379465469665,0.0013464280350468166,0.0,2690,2.161135505094562e-05
L20,15,Winsorized,0.7,0.5904678165389324,3.144042125407757e-06,0.0,1835,6.115796507199497e-08
L2,20,Winsorized,0.5,0.5903839186159946,0.00030740809111645505,1.4127968353294146e-268,1376,6.907854276515123e-06
L5,60,IQR (1.5x),0.3,0.5900371055837563,0.0007290970563523461,2.40027354956401e-83,422,2.965468484973556e-05
L10,15,Abs (200k),0.7,0.5897053876190246,6.097094343981156e-06,0.0,1835,1.1878785550790608e-07
L10,15,Raw,0.7,0.5897053876190246,6.097094343981156e-06,0.0,1835,1.1878785550790608e-07
L2,60,Pctl (5%-95%),0.3,0.5896936867409257,0.001874808238456461,1.0197104696716805e-81,414,7.704582427351986e-05
L20,10,Pctl (1%-99%),0.3,0.5896006925946756,0.0001755431559821991,0.0,2691,2.824312954061484e-06
L2,60,Z-Score (3),0.5,0.5889664774158637,0.0002748337699622101,2.4682519237452836e-88,449,1.085949593095987e-05
ALL,20,Winsorized,0.5,0.588873485237795,1.1053350136900028e-05,1.7733559055230312e-267,1376,2.4915941600381127e-07
L5,60,Raw,0.7,0.5886639896946513,1.3615129367279683e-05,2.171354693611276e-90,460,5.318065281183505e-07
L5,60,Abs (200k),0.7,0.5886639896946513,1.3615129367279683e-05,2.171354693611276e-90,460,5.318065281183505e-07
L3,90,Pctl (5%-95%),0.3,0.5875772006133623,0.0012467308277649238,8.051361459137634e-55,277,6.298617223648869e-05
ALL,20,Pctl (1%-99%),0.3,0.5874391481956582,7.261224788309284e-05,4.743114392514188e-261,1348,1.6586315281982338e-06
L3,10,Pctl (1%-99%),0.3,0.5871821525934744,0.0013348451757427564,0.0,2691,2.1583819688458212e-05
L3,60,IQR (1.5x),0.3,0.5867350557400138,0.001221835493837584,8.331310526893754e-83,423,4.997639831956641e-05
ALL,90,Z-Score (3),0.7,0.5865535836792514,1.357576662573865e-06,4.6049213096581665e-60,305,6.547851464583227e-08
L10,90,Pctl (5%-95%),0.3,0.5864969061244144,0.00036602243041579814,1.1547221382572599e-54,277,1.853309160884918e-05
L20,10,Raw,0.7,0.5859137149183088,2.880477735321656e-06,0.0,2747,4.621914843584069e-08
L10,90,IQR (1.5x),0.3,0.5856808520100409,0.0003545777481239562,2.582646052594457e-55,281,1.7854445440945213e-05
L2,30,Winsorized,0.5,0.5848498456185112,0.0003204964540633261,1.9621506133189753e-177,920,8.912146160346306e-06
L50pct,10,Pctl (1%-99%),0.3,0.5843818396807345,0.00014229561336192957,0.0,2691,2.314168688310721e-06
L20,15,Pctl (1%-99%),0.5,0.5841979961983308,2.3226705897693797e-05,0.0,1797,4.625073638896295e-07
ALL,10,Winsorized,0.3,0.5841259371002411,8.40738193295065e-05,0.0,2747,1.3539956683719923e-06
L10,30,Winsorized,0.7,0.5837300177527267,6.879639582979105e-06,6.762804314790486e-177,920,1.9174580873402668e-07
L50pct,15,Pctl (1%-99%),0.5,0.583249779390703,1.8728393622851738e-05,0.0,1797,3.736619962839948e-07
L50pct,10,Raw,0.7,0.5831065021430915,2.3356305166913554e-06,0.0,2747,3.7693944372984e-08
L20,30,Pctl (1%-99%),0.5,0.5830903299365539,2.368080852242542e-05,8.725947591787158e-173,900,6.682076180663138e-07
L20,10,Z-Score (3),0.3,0.5821161736193068,0.00017614685873376453,0.0,2686,2.8807567975208553e-06
ALL,15,Winsorized,0.5,0.5820507277680486,1.1182109980198789e-05,0.0,1835,2.2132164794699828e-07
ALL,15,Pctl (1%-99%),0.3,0.5818325221060644,7.527197192988211e-05,0.0,1797,1.5061811129482023e-06
L10,45,Winsorized,0.7,0.5810460389782424,6.4352076910158275e-06,6.5976754043160165e-118,615,2.2070400221074224e-07
L5,90,Winsorized,0.7,0.5806244079053244,1.4109031301390984e-05,6.992683321561094e-60,309,6.84355781126701e-07
L5,10,Pctl (1%-99%),0.3,0.5805382985735497,0.0007649677794543522,0.0,2691,1.2539449219834899e-05
L10,10,Pctl (1%-99%),0.3,0.580200382825136,0.00036129163299937245,0.0,2691,5.926448523543726e-06
L10,30,Abs (200k),0.7,0.5800736162497171,6.366505321857681e-06,1.3827661144380857e-174,917,1.7907525738971003e-07
L5,90,Raw,0.7,0.5800450961725278,1.2886812390991628e-05,8.647338123567614e-60,309,6.258161506771296e-07
L5,90,Abs (200k),0.7,0.5800450961725278,1.2886812390991628e-05,8.647338123567614e-60,309,6.258161506771296e-07
L3,60,Raw,0.7,0.5799286857733061,2.3475457997811434e-05,2.6907577113526826e-88,460,9.335886260136166e-07
L3,60,Abs (200k),0.7,0.5799286857733061,2.3475457997811434e-05,2.6907577113526826e-88,460,9.335886260136166e-07
L3,60,Abs (100k),0.7,0.5799286857733061,2.3475457997811434e-05,2.6907577113526826e-88,460,9.335886260136166e-07
ALL,45,Z-Score (3),0.3,0.5794222831054804,8.110412289671027e-05,2.2379845672402593e-114,599,2.8280123351981776e-06
L50pct,10,Z-Score (3),0.3,0.5792719396228648,0.00014151837594661377,0.0,2689,2.3266898546786876e-06
ALL,15,Z-Score (3),0.3,0.5792178161470746,7.575256223194697e-05,0.0,1796,1.5243820395664113e-06
L50pct,30,Pctl (1%-99%),0.7,0.5791242424790919,2.614932742647339e-06,6.145414738907305e-171,900,7.438980798585742e-08
L10,10,Z-Score (3),0.3,0.5782445741984967,0.0003663175720139325,0.0,2684,6.040917730578434e-06
L10,20,Z-Score (3),0.5,0.5778934939477904,4.783079970819407e-05,3.569974574749121e-254,1347,1.11463742410606e-06
L10,10,Winsorized,0.5,0.5778913817096397,5.3887877594390924e-05,0.0,2747,8.790405417582912e-07
L10,20,Pctl (1%-99%),0.5,0.5774073554086617,4.753055145457986e-05,5.0329383922502714e-254,1348,1.1083326674605643e-06
ALL,30,Raw,0.7,0.5767945834681288,1.2793360295336465e-06,1.3382986249888936e-173,920,3.616831799733149e-08
ALL,90,Pctl (1%-99%),0.7,0.5766978502522727,1.40364129182978e-06,9.256788098582774e-58,301,6.954591289508571e-08
L3,90,Abs (200k),0.7,0.5761663312731862,2.134748435951926e-05,3.5580949331396914e-59,309,1.0449639422709595e-06
L3,90,Raw,0.7,0.5761663312731862,2.134748435951926e-05,3.5580949331396914e-59,309,1.0449639422709595e-06
L10,15,Pctl (1%-99%),0.5,0.5758183812071216,5.0895012876989446e-05,0.0,1797,1.0310415387932066e-06
L20,15,Z-Score (3),0.5,0.5756941685572465,2.3066954549671276e-05,0.0,1795,4.6767451036058696e-07
L5,15,Winsorized,0.5,0.5753495084322388,0.00011798925808200307,0.0,1835,2.3676155310907843e-06
ALL,5,Abs (200k),0.3,0.574916946935127,7.214110357258e-05,0.0,5431,8.41893586408389e-07
ALL,5,Abs (100k),0.3,0.574916946935127,7.214110357258e-05,0.0,5431,8.41893586408389e-07
ALL,5,Raw,0.3,0.574916946935127,7.214110357258e-05,0.0,5431,8.41893586408389e-07
L20,5,Abs (100k),0.5,0.5748928607245071,2.208543194701723e-05,0.0,5431,2.5775180684195687e-07
L20,5,Raw,0.5,0.5748928607245071,2.208543194701723e-05,0.0,5431,2.5775180684195687e-07
L20,5,Abs (200k),0.5,0.5748928607245071,2.208543194701723e-05,0.0,5431,2.5775180684195687e-07
L5,10,Z-Score (3),0.3,0.5745391218650605,0.0007662058773629188,0.0,2685,1.2729318573673493e-05
ALL,45,Raw,0.7,0.5739399838417173,1.2635218154254717e-06,1.150457897028939e-115,615,4.396981684413142e-08
L3,45,Pctl (1%-99%),0.5,0.5737929863196064,0.00018947154960399692,5.0640738221408395e-113,601,6.672111175881337e-06
L3,5,Winsorized,0.3,0.5737464027613083,0.0014584348090136909,0.0,5431,1.7060868718973675e-05
L2,5,Winsorized,0.3,0.5732764162236373,0.002301920872251894,0.0,5431,2.6953908821063467e-05
L3,60,Z-Score (3),0.5,0.5722038828648536,0.00017686623339486617,1.8988087186700735e-84,449,7.233261803556453e-06
L3,20,Pctl (1%-99%),0.5,0.5714367143383658,0.00017884944886673623,6.37795707586528e-250,1348,4.221710879992976e-06
ALL,45,Abs (100k),0.5,0.571274997068048,1.0796028252343646e-05,2.3228203968675848e-113,607,3.8023590374728014e-07
L5,5,Winsorized,0.3,0.5711874026681641,0.0008237002719056707,0.0,5431,9.686206997037426e-06
L50pct,5,Abs (100k),0.5,0.5707614984678677,1.7908632645154063e-05,0.0,5431,2.1077762538831598e-07
L50pct,5,Raw,0.5,0.5707614984678677,1.7908632645154063e-05,0.0,5431,2.1077762538831598e-07
L50pct,5,Abs (200k),0.5,0.5707614984678677,1.7908632645154063e-05,0.0,5431,2.1077762538831598e-07
L10,45,Pctl (1%-99%),0.5,0.5705916704076612,4.7876953641698785e-05,4.775784024629863e-112,601,1.697014746774312e-06
L10,20,Abs (200k),0.7,0.5705907298468896,5.8375110203143426e-06,6.141827391866813e-254,1373,1.3676732041518844e-07
L50pct,15,Z-Score (3),0.5,0.5704219688388928,1.8787011163200675e-05,0.0,1790,3.8556432758951237e-07
L50pct,90,Pctl (5%-95%),0.5,0.5702581477686435,1.960984649078266e-05,2.337338206607466e-52,277,1.0265401098091114e-06
L3,45,Abs (100k),0.7,0.5701904871907224,2.2437749959808565e-05,1.692751388398971e-114,615,7.868230873825235e-07
L3,45,Raw,0.7,0.5701904871907224,2.2437749959808565e-05,1.692751388398971e-114,615,7.868230873825235e-07
L3,45,Abs (200k),0.7,0.5701904871907224,2.2437749959808565e-05,1.692751388398971e-114,615,7.868230873825235e-07
L50pct,90,IQR (1.5x),0.5,0.5694809256808354,2.136151726908497e-05,5.518080139911505e-53,281,1.1119534399075506e-06
L10,60,Abs (200k),0.7,0.5692845043797155,6.193517870900543e-06,1.6076109367985967e-84,453,2.53676181026445e-07
ALL,45,Winsorized,0.7,0.5687230318063775,1.3703667101917164e-06,4.8177459747878135e-114,615,4.819858487119714e-08
L10,45,Abs (200k),0.7,0.5682123257030768,6.035474875872832e-06,3.727757852610601e-113,611,2.131977394024443e-07
L3,20,Z-Score (3),0.5,0.5679198741977974,0.00017554446765639576,2.9187803000781738e-248,1352,4.167339425247054e-06
L50pct,45,Z-Score (3),0.5,0.567886536655669,1.889349948613283e-05,4.780459355433183e-111,600,6.739534902002175e-07
L5,45,Abs (200k),0.7,0.5667747336875969,1.2963126502674094e-05,1.9211537045731166e-113,615,4.5775296900002446e-07
L5,45,Raw,0.7,0.5667747336875969,1.2963126502674094e-05,1.9211537045731166e-113,615,4.5775296900002446e-07
L50pct,30,Z-Score (3),0.7,0.5661095912088518,2.5394167674487984e-06,5.395157888350491e-165,900,7.418832795283678e-08
L50pct,60,Pctl (5%-95%),0.5,0.5660993547078567,1.968680350703731e-05,1.0456400106990296e-76,414,8.491324084416774e-07
ALL,20,Raw,0.7,0.5658100225378482,1.1804434680913977e-06,3.4858537781716025e-251,1376,2.789692957706835e-08
L10,30,Pctl (1%-99%),0.5,0.5657981048539593,4.985702560868702e-05,7.448358974745434e-165,900,1.4574823708283055e-06
L10,30,Z-Score (3),0.5,0.5649011915388844,5.0132888003252515e-05,2.8558520347112854e-164,899,1.469041970596682e-06
L10,20,Winsorized,0.7,0.5648411254756593,6.5584786478285745e-06,1.6133593488829935e-250,1376,1.5529966187777776e-07
L20,5,Winsorized,0.3,0.5642475720353445,0.00018053125400961054,0.0,5431,2.1531661139375005e-06
L5,60,Pctl (5%-95%),0.3,0.564069707305481,0.0007183360836960574,2.7394707139862154e-76,414,3.1111518628634587e-05
L3,20,Abs (100k),0.7,0.5638604121967465,2.2574780001065118e-05,7.581630635558601e-250,1376,5.356204036496362e-07
L3,20,Abs (200k),0.7,0.5638604121967465,2.2574780001065118e-05,7.581630635558601e-250,1376,5.356204036496362e-07
L3,20,Raw,0.7,0.5638604121967465,2.2574780001065118e-05,7.581630635558601e-250,1376,5.356204036496362e-07
L50pct,90,MAD (3),0.5,0.5638249001438178,2.0352188488635345e-05,6.470428464448488e-53,285,1.064084720623976e-06
L3,60,Pctl (5%-95%),0.3,0.5637467544541155,0.0012212995030210705,3.191861744476821e-76,414,5.292987648305362e-05
L10,5,Winsorized,0.3,0.5635671166537473,0.0003805645110632884,0.0,5431,4.545213374160683e-06
L3,45,MAD (3),0.3,0.5635138172495378,0.0012692216923563119,4.7706654367891054e-105,574,4.67059744253132e-05
L5,45,Pctl (1%-99%),0.5,0.5634479215521724,0.00010631778787799263,6.727604605625734e-110,601,3.823698671253453e-06
L3,15,Winsorized,0.5,0.5633401140401978,0.00020710645138932734,0.0,1835,4.2589123749855925e-06
L10,15,Z-Score (3),0.5,0.5629166110473808,4.994554325487547e-05,0.0,1794,1.0396516742704921e-06
L20,45,Z-Score (3),0.5,0.5622873653870859,2.3258462009814002e-05,5.163435201365141e-109,598,8.405687539617121e-07
L20,20,Pctl (1%-99%),0.7,0.5622459489185027,2.912503024625276e-06,1.0233641858028451e-243,1348,7.00480055904761e-08
L5,20,Raw,0.7,0.5620076337829387,1.2789594326811593e-05,1.3972199246008717e-248,1376,3.0459696115673985e-07
L5,20,Abs (100k),0.7,0.5620076337829387,1.2789594326811593e-05,1.3972199246008717e-248,1376,3.0459696115673985e-07
L5,20,Abs (200k),0.7,0.5620076337829387,1.2789594326811593e-05,1.3972199246008717e-248,1376,3.0459696115673985e-07
L50pct,20,Pctl (1%-99%),0.7,0.5615978796348948,2.348613627899847e-06,2.7711736610044545e-243,1348,5.656042184497458e-08
L50pct,20,Z-Score (3),0.7,0.5614322268549963,2.356783669447596e-06,5.398701545430782e-243,1347,5.6797375319999174e-08
L5,20,Pctl (1%-99%),0.5,0.561431836906333,0.00010374705188743736,3.576074552205139e-243,1348,2.499328072807652e-06
L2,45,Pctl (1%-99%),0.5,0.5611515344711187,0.00027077432045823915,3.2445910201368895e-109,601,9.783883619060087e-06
L50pct,5,Winsorized,0.3,0.5611010877538515,0.00014613893981432082,0.0,5431,1.7541540418618093e-06
ALL,30,Winsorized,0.7,0.5604240129434747,1.4093043035519307e-06,4.9929845944539395e-166,920,4.1194766896778e-08
ALL,30,Pctl (1%-99%),0.5,0.5602044884386292,1.0881223994152153e-05,2.3455010364257654e-162,900,3.2173009446875426e-07
L10,15,Winsorized,0.7,0.5601583727686464,6.827499411384544e-06,0.0,1835,1.4131009474757025e-07
L20,10,Pctl (1%-99%),0.5,0.5600399996661772,2.391467834318582e-05,0.0,2691,4.08757953666653e-07
ALL,15,Raw,0.7,0.5599964320809342,1.208749937953664e-06,0.0,1835,2.502595742466804e-08
L20,90,MAD (3),0.5,0.5594661099901618,2.487897638228528e-05,4.003430895227946e-52,284,1.3146517494677234e-06
L10,5,Raw,0.5,0.5583768994294236,4.5864155725390794e-05,0.0,5431,5.535739594600999e-07
L10,5,Abs (100k),0.5,0.5583768994294236,4.5864155725390794e-05,0.0,5431,5.535739594600999e-07
L10,5,Abs (200k),0.5,0.5583768994294236,4.5864155725390794e-05,0.0,5431,5.535739594600999e-07
L5,30,Z-Score (3),0.5,0.5583090898502044,0.00010960729562497034,3.1537413093353973e-162,904,3.2460714515088136e-06
ALL,90,Pctl (5%-95%),0.3,0.5581698701031774,7.375421801374464e-05,1.0712010580534212e-50,277,3.95699029636946e-06
