Time,Snapshots,Spread,Spread%,OFI,OFI_Std,Bid_Depth(M),Ask_Depth(M),Imbalance,Bid_Lvls,Ask_Lvls
2025-10-15 18:00:00,59,0.998,199.6,0.0,0.0,3.3656220347457637,10.041392245932204,-0.4979174366413796,104.23728813559322,73.32203389830508
2025-10-15 19:00:00,152,0.998,199.6,0.0,0.0,3.3391088378289475,10.069805419276317,-0.5019536278460923,103.29605263157896,75.23026315789474
2025-10-15 20:00:00,84,0.998,199.59999999999997,0.0,0.0,3.3090832310714298,10.075373294761903,-0.5055334460117491,102.11904761904762,76.23809523809524
2025-10-15 21:00:00,87,0.998,199.6,0.0,0.0,3.3259028550574725,10.068863137586208,-0.5034018026701925,103.22988505747126,76.86206896551724
2025-10-15 22:00:00,117,0.998,199.6,0.0,0.0,3.339927045982907,10.066310177179489,-0.5017401301437827,100.7008547008547,76.04273504273505
2025-10-15 23:00:00,1,0.998,199.6,0.0,,3.3676450000000013,10.064327030000005,-0.4985628331449108,102.0,76.0
2025-10-17 12:00:00,62,0.998,199.6,0.0100000000018025,0.0787400787543115,3.505520587741937,9.20124069564516,-0.448243016682081,131.75806451612902,47.83870967741935
2025-10-17 13:00:00,85,0.998,199.6,0.0,0.0,3.5140792755294132,9.317237730941176,-0.4522671731767294,126.28235294117648,52.917647058823526
2025-10-17 14:00:00,40,0.998,199.6,0.0,0.0,3.53084557225,9.34410402475,-0.4515189876631768,128.5,53.825
2025-10-17 15:00:00,67,0.998,199.6,0.0,0.0,3.5241655770149265,9.381579168059705,-0.4538616823999398,129.3134328358209,54.940298507462686
2025-10-17 16:00:00,66,0.998,199.6,0.0,0.0,3.52516904939394,9.401163020151518,-0.4545758732584581,129.28787878787878,54.90909090909091
2025-10-17 17:00:00,29,0.998,199.6,0.0,1.336306209562122,3.5372712251724145,9.443436501034483,-0.4549958664778207,129.58620689655172,54.241379310344826
2025-10-17 18:00:00,131,0.998,199.6,0.0,0.0,3.547231067862596,9.363734601984735,-0.4505028361106344,130.68702290076337,50.6793893129771
2025-10-17 19:00:00,149,0.998,199.6,0.0,0.0,3.6147611231543624,9.428917115436244,-0.4457584452620637,133.28187919463087,50.0
2025-10-17 20:00:00,172,0.998,199.6,0.0,0.0,3.6233771533139545,9.43256291255814,-0.4449477491047522,132.81976744186048,48.76744186046512
2025-10-17 21:00:00,131,0.998,199.6,0.0,0.0,3.606661762748093,9.398576208091603,-0.4453530334594271,133.50381679389312,47.603053435114504
2025-10-17 22:00:00,156,0.998,199.6,0.0,0.0,3.609258504294873,9.382178180384615,-0.4443708512372119,134.44230769230768,48.09615384615385
2025-10-17 23:00:00,152,0.998,199.6,0.0,0.0,3.6209123698684227,9.358825993486844,-0.4420737754086785,135.7828947368421,47.0328947368421
2025-10-18 00:00:00,155,0.998,199.6,0.0,0.0,3.595104342064517,9.34625192632258,-0.4444007891743081,136.89032258064515,46.63225806451613
2025-10-18 01:00:00,316,0.998,199.6,0.0316455696202531,0.5625439504630121,3.603050897468355,9.35186057901899,-0.4437565874531303,138.16139240506328,45.20886075949367
2025-10-18 02:00:00,228,0.998,199.6,0.0,0.0,3.5896388011842113,9.394960393640352,-0.4470902339408177,137.78947368421052,45.59649122807018
2025-10-18 03:00:00,249,0.998,199.6,0.0,38.124817461226854,3.564221007510042,9.36370030742972,-0.4486016499839746,135.20883534136547,47.95582329317269
2025-10-18 04:00:00,104,0.998,199.59999999999997,0.0,0.0,3.5769647267307705,9.369381639903843,-0.447417336929261,134.32692307692307,47.06730769230769
2025-10-18 05:00:00,130,0.998,199.6,0.0,0.0,3.562656804307694,9.34538741246154,-0.4479937664810316,133.84615384615384,49.315384615384616
2025-10-18 06:00:00,314,0.998,199.6,0.0,0.0,3.5557974728662427,9.377781744713376,-0.45014179005509,133.59235668789808,52.60191082802548
2025-10-18 07:00:00,21,0.998,199.59999999999997,0.0,0.0,3.574773960952382,9.457350938571432,-0.4513914005644138,132.95238095238096,56.0
2025-10-18 11:00:00,51,0.998,199.6,0.0,0.0,3.544547104705883,9.572730807254905,-0.4595602513871495,127.76470588235294,59.705882352941174
2025-10-18 12:00:00,45,0.998,199.6,0.0,0.0,3.5644351673333343,9.531535869555555,-0.455644401810658,130.0222222222222,58.13333333333333
2025-10-18 13:00:00,52,0.998,199.59999999999997,0.0,0.0,3.5689997359615395,9.53171065,-0.4551442555753661,133.30769230769232,55.69230769230769
2025-10-18 14:00:00,44,0.998,199.6,0.0,0.0,3.5466087138636366,9.54258754931818,-0.4580858744949604,131.4090909090909,57.29545454545455
2025-10-18 15:00:00,35,0.998,199.6,0.0,0.0,3.541948053142858,9.55022878,-0.4589190231285726,132.45714285714286,57.68571428571428
2025-10-18 16:00:00,36,0.998,199.6,0.0,0.0,3.5124946913888904,9.323224026111113,-0.45269986307428,130.66666666666666,56.888888888888886
2025-10-18 17:00:00,35,0.998,199.6,0.0,0.0,3.525510647714287,9.284687541714284,-0.4495774168231099,132.0,54.77142857142857
2025-10-18 18:00:00,45,0.998,199.6,0.0,0.0,3.539289024444445,9.253737368000001,-0.4466846879287341,132.53333333333333,55.95555555555555
2025-10-18 19:00:00,118,0.998,199.6,0.0,0.0,3.5339244193220343,9.25575227940678,-0.4473786179853049,132.0677966101695,54.67796610169491
2025-10-18 20:00:00,288,0.998,199.6,0.0,0.0,3.551371570347222,9.178532620520834,-0.4420423589558728,133.17013888888889,54.5
2025-10-18 21:00:00,225,0.998,199.6,0.0,0.0,3.5600455080444444,9.180804859511113,-0.4411625243827625,133.44,54.84888888888889
2025-10-18 22:00:00,55,0.998,199.6,0.0,0.0,3.5289150332727273,9.203572789272727,-0.4457006724687039,132.27272727272728,57.03636363636364
2025-10-18 23:00:00,106,0.998,199.6,0.0,144.9195508121393,3.4754357459433964,9.225608273207547,-0.4527316023846921,131.2264150943396,58.15094339622642
