timestamp,trade_imbalance,total_volume,num_trades
2025-10-23 21:00:00+00:00,36401.880015999996,58240.875828,187
2025-10-23 21:45:00+00:00,649.6405180000003,18440.029368,165
2025-10-23 22:30:00+00:00,-5277.710346,39790.662682,234
2025-10-23 23:15:00+00:00,-2712.4778459999998,110182.150356,383
2025-10-24 00:00:00+00:00,21607.40657,127501.203404,353
2025-10-24 00:45:00+00:00,26587.24394,117376.333662,327
2025-10-24 01:30:00+00:00,58309.840346000005,98754.241314,232
2025-10-24 02:15:00+00:00,-15545.834124,133130.470706,375
2025-10-24 03:00:00+00:00,6136.425336,74961.888978,262
2025-10-24 03:45:00+00:00,41764.967786,152539.406704,698
2025-10-24 04:30:00+00:00,37115.757258,99900.003434,693
2025-10-24 05:15:00+00:00,38615.17248,113894.509642,719
2025-10-24 06:00:00+00:00,231623.619262,815799.01943,1703
2025-10-24 06:45:00+00:00,-4633.305998000001,59840.077768,633
2025-10-24 07:30:00+00:00,17947.378392,58110.374786,624
2025-10-24 08:15:00+00:00,77481.960078,227142.38871,681
2025-10-24 09:00:00+00:00,-11999.338356,53376.4732,516
2025-10-24 09:45:00+00:00,-2717.684354,65118.730687999996,625
2025-10-24 10:30:00+00:00,33804.074645999994,149081.355554,795
2025-10-24 11:15:00+00:00,30926.322484,81067.490736,691
2025-10-24 12:00:00+00:00,41614.786294,70117.446178,535
2025-10-24 12:45:00+00:00,16606.897402,81488.866596,544
2025-10-24 13:30:00+00:00,-52971.86190599999,138206.967488,555
2025-10-24 14:15:00+00:00,-911.9008720000002,128945.79988,539
2025-10-24 15:00:00+00:00,1829.6615279999992,70027.849528,477
2025-10-24 15:45:00+00:00,2003.778452,44773.084408,436
2025-10-24 16:30:00+00:00,1079.0862679999998,38207.027424,265
2025-10-24 17:15:00+00:00,-1115.8400000000001,11630.200956,88
2025-10-24 18:00:00+00:00,-3193.1565819999996,50160.222686,260
2025-10-24 18:45:00+00:00,-13102.115258000002,50167.81082,227
2025-10-24 19:30:00+00:00,-27182.465556,105213.93067,338
2025-10-24 20:15:00+00:00,-118595.751718,192282.59187200002,301
2025-10-24 21:00:00+00:00,-57513.1,152848.92748,304
2025-10-24 21:45:00+00:00,-137942.822232,411492.329188,289
