timestamp,timestamp_ms,best_bid_price,best_bid_size,best_ask_price,best_ask_size,mid_price,spread,spread_pct,bid_levels,ask_levels,total_bid_size,total_ask_size,total_depth,imbalance
2025-10-28 00:25:07.825000+00:00,1761611107825,0.89,5068.68,0.91,25794.1,0.9,0.020000000000000018,2.222222222222224,33,9,1110181.8299999998,726748.0999999999,1836929.9299999997,0.20873617645284925
2025-10-28 00:27:58.392000+00:00,1761611278392,0.89,5026.68,0.91,25694.1,0.9,0.020000000000000018,2.222222222222224,33,9,1110139.8299999998,726648.0999999999,1836787.9299999997,0.20878389047340923
2025-10-28 00:38:35.905000+00:00,1761611915905,0.89,5015.56,0.91,22856.52,0.9,0.020000000000000018,2.222222222222224,33,9,1110460.3199999998,723436.1299999999,1833896.4499999997,0.21103928196163965
2025-10-28 00:43:25.565000+00:00,1761612205565,0.89,4907.56,0.91,23968.1,0.9,0.020000000000000018,2.222222222222224,33,9,1111492.3199999998,724346.7099999998,1835839.0299999998,0.21088211094411694
2025-10-28 00:43:25.605000+00:00,1761612205605,0.89,4807.56,0.91,23868.1,0.9,0.020000000000000018,2.222222222222224,33,9,1111392.3199999998,724246.7099999998,1835639.0299999998,0.2109050873689475
2025-10-28 00:51:34.399000+00:00,1761612694399,0.89,4737.56,0.91,25405.1,0.9,0.020000000000000018,2.222222222222224,31,9,1108570.3199999998,725783.7099999998,1834354.0299999998,0.20867651704071544
2025-10-28 00:51:34.483000+00:00,1761612694483,0.89,4722.56,0.91,25405.1,0.9,0.020000000000000018,2.222222222222224,31,9,1108555.3199999998,725768.7099999998,1834324.0299999998,0.20867992990311535
2025-10-28 00:51:34.501000+00:00,1761612694501,0.89,4622.56,0.91,22765.1,0.9,0.020000000000000018,2.222222222222224,31,9,1108455.3199999998,723128.7099999998,1831584.0299999998,0.2103788871755996
2025-10-28 00:56:03.466000+00:00,1761612963466,0.89,4260.56,0.91,25325.1,0.9,0.020000000000000018,2.222222222222224,32,9,1108799.3199999998,725703.7099999998,1834503.0299999998,0.20882800613308336
2025-10-28 00:57:19.655000+00:00,1761613039655,0.89,4260.56,0.91,25225.1,0.9,0.020000000000000018,2.222222222222224,32,9,1108699.3199999998,725603.7099999998,1834303.0299999998,0.20885077532690988
2025-10-28 00:57:29.227000+00:00,1761613049227,0.89,4237.41,0.91,25225.1,0.9,0.020000000000000018,2.222222222222224,32,9,1108676.1699999997,725603.7099999998,1834279.8799999994,0.2088407904250686
