time_window,outlier_method,phase,beta,r_squared,p_value,avg_depth_l1,avg_depth_l2,n_obs
60,Raw,Phase 3 (Near Expiry),6.664419023141127e-07,0.09440703532390246,0.00010615029906180277,22029.914161290595,5695144.857062017,154
60,IQR (1.5x),Phase 1 (Early),2.5162273789168104e-06,0.0882078937823401,0.0004687808653407068,16442.057908216382,6123059.719559287,135
60,IQR (1.5x),Phase 2 (Middle),3.693702874759194e-06,0.34934503473011713,4.462667314703455e-14,21205.443808914803,3645558.504968719,135
60,IQR (1.5x),Phase 3 (Near Expiry),2.913255318167093e-06,0.21502059023663891,1.1528278532622867e-08,16151.194456721561,6917184.66798032,137
60,Pctl (1%-99%),Phase 1 (Early),2.459758304941207e-06,0.10437067569239346,5.5237040979370504e-05,16967.417772297307,5899353.628680074,150
60,Pctl (1%-99%),Phase 2 (Middle),3.2057572409355002e-06,0.39171172527203246,1.0947233396076398e-17,20698.903350502726,5167098.922064781,150
60,Pctl (1%-99%),Phase 3 (Near Expiry),2.2604214145269815e-06,0.3309761468827442,1.3588950819712594e-14,19531.587635766333,5657947.441915689,150
60,Z-Score (3),Phase 1 (Early),2.43635346707988e-06,0.10315121271660878,5.7980877079219525e-05,17004.749622345866,5885236.505484252,151
60,Z-Score (3),Phase 2 (Middle),2.742125110938413e-06,0.3638930528730193,2.467373615853178e-16,21046.402960492433,5154354.395071913,151
60,Z-Score (3),Phase 3 (Near Expiry),2.028105093417289e-06,0.3195587670139625,2.6871969921995072e-14,20467.450481580803,5663538.888038308,153
60,Winsorized,Phase 1 (Early),2.402028599838851e-06,0.10603071824919526,4.004535724970508e-05,17142.81244980219,5857599.686824797,153
60,Winsorized,Phase 2 (Middle),3.2071862932404258e-06,0.4318287277075947,2.8418621353664376e-20,20852.156307491467,5151996.146088442,153
60,Winsorized,Phase 3 (Near Expiry),1.880516640480883e-06,0.26469932131040946,8.765004785571894e-12,22029.914161290595,5695144.857062017,154
60,Abs (200k),Phase 1 (Early),2.4313038591444505e-06,0.10206658926875094,0.000100530312798856,17202.93495223653,6007346.1178583475,143
60,Abs (200k),Phase 2 (Middle),4.006987252996377e-06,0.38757564311929343,1.0349165721976375e-16,19821.660131751854,5177762.844483953,143
60,Abs (200k),Phase 3 (Near Expiry),2.661736058837607e-06,0.28065958951573733,8.627212405074333e-12,16995.644785926437,5550772.070523075,144
60,Abs (100k),Phase 1 (Early),2.8855573545454236e-06,0.07627178831496423,0.0019040211122836514,15275.002922550944,6270016.599809972,124
60,Abs (100k),Phase 2 (Middle),2.6685200206018954e-06,0.2488577801412479,3.7063267361761346e-09,21783.82332013147,3655219.0983269224,124
60,Abs (100k),Phase 3 (Near Expiry),3.6628867187484226e-06,0.22186957925179213,2.9603078429273405e-08,14975.461298710945,7024203.731957304,125
60,MAD (3),Phase 1 (Early),2.5341177798255973e-06,0.09974783859978185,0.00016100353751515462,16716.81192268246,6070058.128268084,138
60,MAD (3),Phase 2 (Middle),3.7329183917487697e-06,0.32451610066156333,3.063730121394331e-13,20600.228032130864,3649759.8527000817,138
60,MAD (3),Phase 3 (Near Expiry),3.2238418938981037e-06,0.29685940196101834,4.09060476024637e-12,16199.727092735544,6915334.121234319,139
60,Pctl (5%-95%),Phase 1 (Early),2.5341177798255973e-06,0.09974783859978185,0.00016100353751515462,16716.81192268246,6070058.128268084,138
60,Pctl (5%-95%),Phase 2 (Middle),3.2505578782004336e-06,0.28828787546196105,1.1316235119190919e-11,20599.920077242532,4016732.376402456,138
60,Pctl (5%-95%),Phase 3 (Near Expiry),3.2156338161833373e-06,0.29639201281665845,5.125690814967604e-12,16292.052093407538,6572572.64782421,138
90,Raw,Phase 1 (Early),2.926966093880021e-06,0.14712911463881148,6.349197264807183e-05,16652.454058279447,5881142.249714404,103
90,Raw,Phase 2 (Middle),2.8270836432709574e-06,0.44342668003137137,1.655886989082788e-14,20968.65384292456,5126817.7546099685,103
90,Raw,Phase 3 (Near Expiry),6.752499927514446e-07,0.1588981365089822,3.0406579357992225e-05,21987.765640019268,5690986.257191077,103
90,IQR (1.5x),Phase 1 (Early),3.154922228941768e-06,0.1509423163740178,0.0001543150188924937,15701.798442957439,6196139.694064438,90
90,IQR (1.5x),Phase 2 (Middle),3.8886986572474796e-06,0.41716952818107006,6.246889858426513e-12,21386.26300576579,3649634.198663625,90
90,IQR (1.5x),Phase 3 (Near Expiry),3.342355984275811e-06,0.2944915209811445,2.296200632033023e-08,16846.77958169254,6718250.31900436,92
90,Pctl (1%-99%),Phase 1 (Early),2.9552182628430325e-06,0.14779853120955946,7.847544353554644e-05,16595.352083456448,5945264.242882696,100
90,Pctl (1%-99%),Phase 2 (Middle),3.24907773441583e-06,0.42012262721281207,3.0988360731573033e-13,20405.374705122482,5146125.482150321,100
90,Pctl (1%-99%),Phase 3 (Near Expiry),2.059203659989903e-06,0.3586463011957855,3.7122914190350026e-11,19619.135308520952,5657029.307463149,101
90,Z-Score (3),Phase 1 (Early),2.9471825681766405e-06,0.14768504268006893,6.673356955840103e-05,16546.188911197813,5901758.121125152,102
90,Z-Score (3),Phase 2 (Middle),2.86987116840578e-06,0.4469970183043385,1.6104820974083106e-14,21045.98283391917,5123832.547085529,102
90,Z-Score (3),Phase 3 (Near Expiry),2.166831780436724e-06,0.3827344642902963,3.307771848108067e-12,20267.170572090552,5675610.26195146,103
90,Winsorized,Phase 1 (Early),2.926966093880021e-06,0.14712911463881148,6.349197264807183e-05,16652.454058279447,5881142.249714404,103
90,Winsorized,Phase 2 (Middle),2.876568024904076e-06,0.44769336019932204,1.1175318717574011e-14,20968.65384292456,5126817.7546099685,103
90,Winsorized,Phase 3 (Near Expiry),2.005901574414927e-06,0.3458468995986358,6.507694799198e-11,21987.765640019268,5690986.257191077,103
90,Abs (200k),Phase 1 (Early),3.3481669828623298e-06,0.1594737915303959,8.808367285270352e-05,15815.268947877947,6136012.636605082,91
90,Abs (200k),Phase 2 (Middle),4.044958153517809e-06,0.41043522285466183,7.969780231717257e-12,21044.78923406529,3649406.8849706566,91
90,Abs (200k),Phase 3 (Near Expiry),3.5267272127663557e-06,0.3744529971900007,7.192330085199825e-11,16651.98877373843,6989594.445345157,93
90,Abs (100k),Phase 1 (Early),3.7161085272588876e-06,0.09031908933818224,0.009276373100437708,14665.838793493152,6465020.973481789,74
90,Abs (100k),Phase 2 (Middle),3.050035009087448e-06,0.47766093837461904,9.381960400854749e-12,21835.402737174336,3644535.4540495323,74
90,Abs (100k),Phase 3 (Near Expiry),5.1502572915729405e-06,0.29787105316984525,4.930156494987495e-07,14283.198730577844,6753709.663592649,74
90,MAD (3),Phase 1 (Early),2.9653863838325147e-06,0.1464679157733057,0.00015307974943940103,16198.429106891468,6115546.5026513245,93
90,MAD (3),Phase 2 (Middle),3.9555105237985715e-06,0.395268156772876,1.5031812196777868e-11,20772.762231578643,3647368.3082383424,93
90,MAD (3),Phase 3 (Near Expiry),2.9889464450045123e-06,0.326503627783485,2.2099223430395457e-09,16899.57349104906,7039705.406252383,93
90,Pctl (5%-95%),Phase 1 (Early),2.973256183796905e-06,0.14650580039738717,0.0001661670184702992,16046.356429785495,6141959.985906697,92
90,Pctl (5%-95%),Phase 2 (Middle),3.7808179635956335e-06,0.38649998078997,3.753986532568667e-11,21176.321125311028,3645011.372835183,92
90,Pctl (5%-95%),Phase 3 (Near Expiry),3.530043560920434e-06,0.36943338234512846,1.0412999512054999e-10,16759.41981535499,6993101.037173619,93
