window,trade_imbalance,total_volume,trade_count,price_first,price_last,price_mean,mid_first,mid_last,snapshot_count,avg_bid_size,avg_ask_size,avg_total_bid,avg_total_ask,delta_mid_price,delta_mid_ticks,avg_depth_l1,avg_depth_l2
2025-10-15 13:30:00+00:00,53681.45489,123639.924612,89,0.122,0.879000058654242,0.6650998344877678,0.825,0.825,1,822.67,2333.78,1098368.68,702998.6799999998,0.0,0.0,1578.2250000000001,900683.6799999999
2025-10-15 14:15:00+00:00,38486.381268,187998.844012,124,0.879,0.8810000937676056,0.6595469842978616,0.825,0.825,1,668.67,4150.14,1098569.68,704880.9499999998,0.0,0.0,2409.405,901725.315
2025-10-15 15:00:00+00:00,-1212.1289259999999,8008.77377,52,0.118,0.8819999993508175,0.7349230369220847,0.825,0.825,2,786.175,4128.565,1100662.685,706597.3749999999,0.0,0.0,2457.37,903630.03
2025-10-15 15:45:00+00:00,37.03142399999999,2377.320112,37,0.8819996736594681,0.8819999530334908,0.7785675079154643,0.825,0.825,3,768.6966666666667,3335.2466666666664,1099968.3733333333,704938.1599999998,0.0,0.0,2051.9716666666664,902453.2666666666
2025-10-15 16:30:00+00:00,3938.502072,99648.21059,112,0.8819999943475654,0.881,0.6493482083768597,0.825,0.825,1,779.05,3008.71,1099485.06,704880.2099999998,0.0,0.0,1893.88,902182.635
2025-10-15 17:15:00+00:00,-6088.381262,16758.308792,61,0.8809997676617056,0.8819999336094475,0.5937376832845805,0.825,0.8200000000000001,3,2921.3266666666673,2349.383333333333,1098370.5366666669,703285.9399999998,-0.004999999999999893,-0.49999999999998934,2635.3550000000005,900828.2383333333
2025-10-15 21:45:00+00:00,16768.039622,48368.739846000004,101,0.879,0.877,0.5260398756461866,0.815,0.815,1,9221.64,975.0,1095487.25,700910.5899999999,0.0,0.0,5098.32,898198.9199999999
2025-10-16 00:45:00+00:00,200704.093486,791526.419462,612,0.122000004214402,0.879,0.6692628190762696,0.815,0.815,1,8878.44,1441.0,1101250.05,700757.2199999997,0.0,0.0,5159.72,901003.6349999999
2025-10-16 03:45:00+00:00,11915.890534000002,223870.616512,363,0.8769996728784678,0.124,0.7706591916512667,0.815,0.815,2,9510.785,3140.77,1098062.395,704327.3399999999,0.0,0.0,6325.7775,901194.8674999999
2025-10-16 04:30:00+00:00,729.5483839999997,48263.968078,202,0.876,0.125,0.7459108596642748,0.815,0.8200000000000001,3,9545.016666666666,2524.3866666666668,1100499.96,703858.1099999999,0.0050000000000001155,0.5000000000000115,6034.701666666667,902179.0349999999
2025-10-17 21:00:00+00:00,54063.905874000004,257458.891936,315,0.0810000000069043,0.918,0.8092352281408796,0.81,0.81,1,226.87,155.39,1083150.38,706718.02,0.0,0.0,191.13,894934.2
2025-10-17 21:45:00+00:00,9375.468016000003,237922.980844,229,0.9189999998299688,0.919,0.7613497121837558,0.81,0.815,2,225.45,1284.43,1079964.5899999999,709469.06,0.004999999999999893,0.49999999999998934,754.94,894716.825
2025-10-17 23:15:00+00:00,-3509.5357619999995,373751.131142,326,0.081,0.918,0.8060022921429664,0.8200000000000001,0.8200000000000001,1,194.8,2539.58,1091418.94,711232.21,0.0,0.0,1367.19,901325.575
2025-10-18 04:30:00+00:00,21229.74916,70515.007402,219,0.918999994754666,0.918,0.7731643608264915,0.8200000000000001,0.8200000000000001,1,243.06,3015.66,1091841.2,717905.29,0.0,0.0,1629.36,904873.245
2025-10-18 06:00:00+00:00,76698.488438,375043.893606,685,0.081,0.9159999996028124,0.7089631421693159,0.8200000000000001,0.8200000000000001,1,290.23,3406.68,1093817.37,718333.8200000001,0.0,0.0,1848.455,906075.5950000001
2025-10-18 06:45:00+00:00,-257.77419999999995,86446.712558,191,0.915,0.9149999108105968,0.6845902311720561,0.8200000000000001,0.825,2,1155.8899999999999,2926.97,1091518.56,710213.11,0.004999999999999893,0.49999999999998934,2041.4299999999998,900865.835
2025-10-18 07:30:00+00:00,-20123.113182000005,213071.000764,284,0.0859999286199878,0.089,0.8284097372254707,0.8200000000000001,0.8200000000000001,3,244.85666666666665,1910.6266666666668,1091399.9966666664,708803.7666666667,0.0,0.0,1077.7416666666668,900101.8816666666
2025-10-18 08:15:00+00:00,27902.227808,146956.691624,271,0.911,0.913,0.7636833350441585,0.8200000000000001,0.815,2,1188.285,615.3449999999999,1092976.9849999999,707090.5800000001,-0.0050000000000001155,-0.5000000000000115,901.815,900033.7825
2025-10-18 11:15:00+00:00,-17010.397748,95530.980602,114,0.912999971696916,0.91399999318156,0.7024167766884155,0.825,0.825,1,3239.94,8115.74,1097295.0799999998,707458.82,0.0,0.0,5677.84,902376.95
2025-10-18 12:45:00+00:00,-30012.413256,53919.867928,80,0.083,0.0829999856023758,0.791627386347632,0.8200000000000001,0.8200000000000001,2,3562.495,287.40500000000003,1095770.6349999998,703050.025,0.0,0.0,1924.95,899410.3299999998
2025-10-18 18:45:00+00:00,-14875.25441,77803.734754,177,0.917,0.917,0.7573759854884577,0.8200000000000001,0.8200000000000001,1,295.32,32.82,1090436.6700000002,700789.2399999999,0.0,0.0,164.07,895612.9550000001
2025-10-18 21:00:00+00:00,-11204.171839999997,406302.135412,411,0.9170000217784264,0.917,0.8626496311140908,0.8200000000000001,0.815,2,250.11499999999998,77.615,1090322.4649999999,700235.03,-0.0050000000000001155,-0.5000000000000115,163.86499999999998,895278.7474999999
2025-10-18 22:30:00+00:00,133781.16027000002,226139.172064,155,0.9180000011657145,0.917,0.6743621459234708,0.815,0.815,1,345.2,25.62,1089199.55,699483.2,0.0,0.0,185.41,894341.375
2025-10-19 00:00:00+00:00,16205.514078,80950.804774,129,0.9149999908499816,0.0840000293120283,0.5996577994453873,0.815,0.815,2,420.91,13.26,1090465.2600000002,697054.52,0.0,0.0,217.085,893759.8900000001
2025-10-19 02:15:00+00:00,48512.656314,251066.101626,748,0.916,0.915,0.7382888103755537,0.8200000000000001,0.825,2,382.82500000000005,4399.275,1088269.175,698336.845,0.004999999999999893,0.49999999999998934,2391.0499999999997,893303.01
2025-10-19 03:45:00+00:00,13517.198900000001,103351.678446,318,0.915,0.9169999995871188,0.7901753697220459,0.825,0.825,3,718.5366666666667,8016.163333333333,1089832.22,702570.81,0.0,0.0,4367.349999999999,896201.515
2025-10-19 04:30:00+00:00,38268.311638,195257.06225,648,0.916,0.0820000001102813,0.7756017161268913,0.83,0.83,1,606.27,6894.13,1095842.53,707224.11,0.0,0.0,3750.2,901533.3200000001
2025-10-19 05:15:00+00:00,18032.146526,234410.7788,831,0.917,0.918,0.7859663461006327,0.83,0.83,2,794.8399999999999,5934.48,1095601.6,709190.96,0.0,0.0,3364.66,902396.28
2025-10-19 06:45:00+00:00,1289.78796,72633.691376,241,0.9189992445811102,0.0819999991869198,0.6092696824764099,0.83,0.83,1,1021.48,6992.29,1088161.74,703880.27,0.0,0.0,4006.885,896021.005
2025-10-19 07:30:00+00:00,49571.976112000004,86368.427426,267,0.0819999985699199,0.918999999572708,0.686363283033602,0.83,0.83,2,1108.35,6988.219999999999,1097740.61,709892.7,0.0,0.0,4048.285,903816.655
2025-10-19 09:00:00+00:00,112535.220662,182609.712396,294,0.0819999841578226,0.918,0.6792102904959056,0.83,0.83,1,1403.34,5966.22,1098143.6,708886.2,0.0,0.0,3684.78,903514.9
2025-10-19 12:00:00+00:00,4862.312674,10773.112674,38,0.92,0.92,0.5662105263157895,0.83,0.83,1,2316.74,2530.41,1089407.1,703124.62,0.0,0.0,2423.575,896265.8600000001
2025-10-19 13:30:00+00:00,10025.094022,56334.381438000004,117,0.92,0.0780000060349139,0.7917234312891537,0.83,0.83,1,764.69,2530.41,1087909.05,702997.49,0.0,0.0,1647.55,895453.27
2025-10-19 14:15:00+00:00,11737.137674,13742.877674,51,0.0780000534764781,0.0780000031376967,0.5577254901960784,0.83,0.83,1,2105.29,2518.22,1089249.65,705046.2999999999,0.0,0.0,2311.755,897147.9749999999
2025-10-19 15:00:00+00:00,14834.001458,69535.17563,176,0.921000049491182,0.0779999497727215,0.6726713821842375,0.83,0.83,1,2940.97,1518.22,1086178.33,697908.4299999999,0.0,0.0,2229.595,892043.38
2025-10-19 15:45:00+00:00,-16.939341999999982,18590.081248,138,0.077,0.9229997856759576,0.738930377733163,0.83,0.83,3,2748.43,1503.5233333333333,1086031.79,697900.4,0.0,0.0,2125.9766666666665,891966.095
2025-10-19 17:15:00+00:00,11291.553562,13978.666009999999,172,0.9220000618222304,0.9219994870884988,0.6919418187300035,0.83,0.83,1,2367.5,1501.53,1088712.86,700434.74,0.0,0.0,1934.5149999999999,894573.8
2025-10-19 20:15:00+00:00,13878.441178,52689.05959,257,0.9229999998735616,0.078,0.6726264153422588,0.83,0.83,2,1822.94,1645.5749999999998,1086554.21,699771.655,0.0,0.0,1734.2575,893162.9325
2025-10-19 21:00:00+00:00,-8507.705022,53104.672852,215,0.923,0.076,0.682855301617717,0.83,0.83,1,2667.94,1765.81,1090175.21,701666.89,0.0,0.0,2216.875,895921.05
2025-10-19 22:30:00+00:00,22640.203279999998,89959.45552999999,323,0.924,0.076,0.6770868451699189,0.83,0.83,1,2377.94,1265.81,1087420.0,703476.92,0.0,0.0,1821.875,895448.46
2025-10-20 02:15:00+00:00,22105.67895,151529.556438,290,0.9320000585056653,0.93,0.7229861850504821,0.825,0.825,2,2257.025,0.9,1079948.085,697430.2100000001,0.0,0.0,1128.9625,888689.1475
2025-10-20 03:45:00+00:00,115327.55418800001,891600.858308,518,0.0690000039192002,0.063,0.6346851922212442,0.825,0.825,1,2198.79,0.9,1086381.85,705782.15,0.0,0.0,1099.845,896082.0
2025-10-20 05:15:00+00:00,17732.219591999998,127877.027522,396,0.9359999467882164,0.936,0.7927212033912252,0.83,0.83,2,2212.64,1920.38,1086327.7000000002,706122.36,0.0,0.0,2066.51,896225.03
2025-10-20 06:00:00+00:00,-474.1262480000014,437618.470886,594,0.9359999960700554,0.0659999566147025,0.7462908594014276,0.835,0.83,2,2081.25,1164.42,1085595.775,710015.4799999999,-0.0050000000000000044,-0.5000000000000004,1622.835,897805.6275
2025-10-20 11:15:00+00:00,19560.385653999998,160963.541068,168,0.0699999362999942,0.931,0.5873000985796885,0.83,0.83,1,2065.61,903.59,1078897.6700000002,704840.7299999999,0.0,0.0,1484.6000000000001,891869.2
2025-10-20 12:00:00+00:00,11993.219847999999,93404.915792,111,0.931,0.934,0.5192040953015353,0.83,0.83,1,1764.22,902.39,1079724.28,702746.3799999999,0.0,0.0,1333.305,891235.33
2025-10-20 12:45:00+00:00,24849.124286000002,167615.948236,248,0.066,0.067,0.6918530235783117,0.83,0.83,1,1734.37,901.19,1074115.4300000002,700912.1799999998,0.0,0.0,1317.78,887513.8049999999
2025-10-20 15:45:00+00:00,26797.062697999994,132544.90295,131,0.928,0.928,0.509537802975317,0.83,0.83,1,2044.66,897.35,1080132.72,700720.3399999999,0.0,0.0,1471.005,890426.5299999999
2025-10-20 16:30:00+00:00,4183.310916,23768.300806,51,0.071,0.9299999841963212,0.5755969545436466,0.825,0.825,1,1912.18,265.46,1085226.24,698524.7999999998,0.0,0.0,1088.82,891875.5199999999
2025-10-20 17:15:00+00:00,10763.604438,17212.686902,91,0.928,0.9289999925743514,0.7306263728165117,0.825,0.825,2,1827.18,265.46,1082965.74,700664.1799999998,0.0,0.0,1046.32,891814.96
2025-10-20 19:30:00+00:00,-994.2482800000007,107030.92375,225,0.925,0.926,0.664851481821032,0.825,0.825,2,1479.935,117.26,1082461.585,699815.9149999999,0.0,0.0,798.5975,891138.75
2025-10-20 20:15:00+00:00,-30391.839836,121886.80483,339,0.9269999927439054,0.925999999598332,0.7703185733440541,0.825,0.83,2,1263.34,687.305,1082420.59,700770.4899999999,0.0050000000000000044,0.5000000000000004,975.3225,891595.54
2025-10-21 01:30:00+00:00,114.35043199999963,275056.025988,563,0.926,0.9279999992576,0.8492433292719844,0.835,0.835,1,328.79,1257.35,1089083.28,703739.2999999998,0.0,0.0,793.0699999999999,896411.2899999999
2025-10-21 02:15:00+00:00,60114.063802,382097.71576,766,0.926,0.9279999197991076,0.8180535140452168,0.835,0.835,1,326.09,1257.35,1087242.4900000002,702854.0399999998,0.0,0.0,791.7199999999999,895048.265
2025-10-21 03:00:00+00:00,54299.767874,255400.936916,284,0.9270000669410056,0.073,0.7860544021175976,0.835,0.835,1,377.79,1107.35,1087312.1900000002,706772.3199999997,0.0,0.0,742.5699999999999,897042.2549999999
2025-10-21 05:15:00+00:00,8096.120538000001,86220.12824399999,394,0.0740000036262957,0.0740000000780833,0.7418836086119214,0.835,0.835,1,1285.66,1107.35,1094233.06,709395.9199999998,0.0,0.0,1196.505,901814.49
2025-10-21 06:45:00+00:00,81064.503776,356678.97562,233,0.925,0.9259995258872944,0.6661647541368274,0.835,0.835,1,31555.99,809.73,1118707.48,702637.0099999998,0.0,0.0,16182.86,910672.2449999999
2025-10-21 11:15:00+00:00,1197.8399999999997,36415.205602,70,0.92,0.078,0.8129428047927567,0.835,0.835,1,31315.98,804.73,1125022.38,705248.0799999998,0.0,0.0,16060.355,915135.2299999999
2025-10-21 12:00:00+00:00,604.429865999999,56705.71578,114,0.921,0.078,0.80348238810397,0.835,0.835,4,31038.2,944.26,1118043.4175,699334.4824999998,0.0,0.0,15991.23,908688.95
2025-10-21 12:45:00+00:00,21937.238602,42122.406102,82,0.9229999932106248,0.079,0.6130384252611076,0.835,0.835,4,30785.4525,415.14,1113604.9425000001,696515.7874999999,0.0,0.0,15600.29625,905060.365
2025-10-21 15:00:00+00:00,43988.144522,175264.635278,175,0.08,0.923,0.7018944139030268,0.835,0.835,2,30728.64,370.81,1116742.54,699174.6199999999,0.0,0.0,15549.725,907958.58
2025-10-21 15:45:00+00:00,758.203968,5695.997172,54,0.9230000055055,0.923,0.6725484042560511,0.84,0.835,2,30468.96,798.8299999999999,1110354.3599999999,693362.6499999999,-0.0050000000000000044,-0.5000000000000004,15633.895,901858.5049999999
2025-10-21 16:30:00+00:00,-556.1789780000001,11681.232834,40,0.9229998301286342,0.924,0.7960019020847084,0.835,0.835,1,30223.99,608.8,1113165.39,697152.3499999999,0.0,0.0,15416.395,905158.8699999999
2025-10-21 17:15:00+00:00,1283.2323959999972,39459.85284,73,0.076,0.925,0.8427122894358645,0.835,0.85,6,12479.801666666666,4352.6016666666665,1107084.715,702843.7949999999,0.015000000000000013,1.5000000000000013,8416.201666666666,904964.255
2025-10-21 18:00:00+00:00,16341.111566000001,22273.352176,113,0.924,0.076,0.8117875762625961,0.845,0.845,1,30140.65,8389.0,1104079.25,702598.1299999999,0.0,0.0,19264.825,903338.69
2025-10-21 18:45:00+00:00,14775.549498,72292.251082,238,0.9249999985036764,0.925,0.7959327706083384,0.835,0.835,1,30242.28,76.0,1110869.97,707811.14,0.0,0.0,15159.14,909340.5549999999
2025-10-21 19:30:00+00:00,-7312.169069999999,268135.187524,598,0.074,0.928,0.7758430582501606,0.835,0.835,1,30242.28,31.0,1110877.88,706146.71,0.0,0.0,15136.64,908512.2949999999
2025-10-21 21:45:00+00:00,2209.1822119999997,11330.179808,101,0.072,0.9289997310543088,0.8352078695389615,0.845,0.845,1,1149.89,360.0,1112738.38,703563.24,0.0,0.0,754.945,908150.8099999999
2025-10-22 00:00:00+00:00,30816.669748,305098.86215,419,0.93,0.07,0.8272895653710676,0.845,0.845,1,513.52,1360.0,1108860.67,706417.54,0.0,0.0,936.76,907639.105
2025-10-22 03:45:00+00:00,81611.178304,578822.775332,394,0.934,0.933,0.8430879796796549,0.855,0.855,2,30913.0,6473.49,1120116.94,710433.2149999999,0.0,0.0,18693.245,915275.0774999999
2025-10-22 04:30:00+00:00,65428.496972,326816.03605,352,0.9339999914072,0.9339998969535708,0.859579528038416,0.855,0.855,3,21622.806666666667,5282.696666666667,1114630.08,710645.3099999997,0.0,0.0,13452.751666666667,912637.6949999998
2025-10-22 07:30:00+00:00,34821.061866,230104.36781,268,0.934,0.934,0.7657425316580474,0.865,0.865,2,127.0,2875.63,1094975.78,708078.3999999998,0.0,0.0,1501.315,901527.0899999999
2025-10-22 08:15:00+00:00,135985.043948,509554.81955,323,0.934,0.9349999969039732,0.6895034565587079,0.865,0.865,1,127.0,3111.49,1092686.16,708210.9799999997,0.0,0.0,1619.245,900448.5699999998
2025-10-22 09:00:00+00:00,38311.826268000004,284059.468648,273,0.934,0.931,0.7910744847570833,0.865,0.865,3,103.19,3143.8799999999997,1091832.14,702751.9599999998,0.0,0.0,1623.5349999999999,897292.0499999998
2025-10-22 09:45:00+00:00,83.0775839999992,75931.358836,275,0.933,0.9329998707033856,0.8375754464004127,0.865,0.86,4,2296.9925000000003,2856.9525,1091033.4025,703889.47,-0.0050000000000000044,-0.5000000000000004,2576.9725,897461.43625
2025-10-22 12:00:00+00:00,8095.951863999999,242764.880952,85,0.0680000059648065,0.931999970548798,0.7896255648876229,0.86,0.86,1,3900.1,2333.98,1087412.14,703704.5699999997,0.0,0.0,3117.04,895558.3549999997
2025-10-22 12:45:00+00:00,-54.339045999999826,43822.197638,107,0.068,0.931,0.8026896979658209,0.86,0.86,2,3485.75,1408.98,1082142.79,702203.0099999998,0.0,0.0,2447.365,892172.8999999999
2025-10-22 13:30:00+00:00,36375.834372,42753.114372000004,55,0.067,0.066,0.5075391514655111,0.86,0.86,1,3752.6,1192.13,1079728.64,695987.9499999998,0.0,0.0,2472.365,887858.2949999999
2025-10-22 14:15:00+00:00,6220.748229999999,10208.194006,57,0.066,0.9339999910587864,0.5075438592946351,0.855,0.855,1,2239.8,1192.13,1077390.04,692845.1799999998,0.0,0.0,1715.9650000000001,885117.6099999999
2025-10-22 15:00:00+00:00,-36362.323314,131291.312172,85,0.9339999105227906,0.931,0.5965949982331415,0.85,0.85,2,2458.675,213.10000000000002,1080472.415,695392.7349999999,0.0,0.0,1335.8875,887932.575
2025-10-22 16:30:00+00:00,10404.559966,69842.567816,58,0.93,0.9309999874314372,0.7074111292471192,0.85,0.85,1,2258.36,47.98,1085455.6,695252.6299999999,0.0,0.0,1153.17,890354.115
2025-10-22 17:15:00+00:00,8737.380000000003,77736.673892,69,0.929,0.93,0.7933891057830887,0.86,0.86,1,200.0,2822.84,1085752.94,694588.3399999999,0.0,0.0,1511.42,890170.6399999999
2025-10-22 21:00:00+00:00,11741.137141999998,115736.081512,188,0.071,0.9259999562001976,0.7815476477186286,0.845,0.845,1,2139.7,100.0,1080490.04,694580.4899999999,0.0,0.0,1119.85,887535.2649999999
2025-10-22 23:15:00+00:00,52067.677334,148186.337334,307,0.926,0.926,0.6841791530944625,0.85,0.85,1,2494.22,223.58,1081984.46,692853.7699999999,0.0,0.0,1358.8999999999999,887419.115
2025-10-23 00:00:00+00:00,881.31511,81116.824868,322,0.925,0.073,0.8048769814781155,0.85,0.85,1,2494.22,724.0,1081973.56,693040.7299999999,0.0,0.0,1609.11,887507.145
2025-10-23 00:45:00+00:00,10446.50919,190016.971444,411,0.929,0.07,0.817527242026218,0.85,0.85,3,2492.77,713.3333333333334,1080433.4100000001,696667.4799999999,0.0,0.0,1603.0516666666667,888550.4450000001
2025-10-23 02:15:00+00:00,79369.049988,496155.631404,624,0.929,0.0720000222720662,0.8370944346317136,0.855,0.855,1,497.31,1293.24,1084793.9,699176.3499999999,0.0,0.0,895.275,891985.1249999999
2025-10-23 05:15:00+00:00,12810.103363999999,453471.916424,708,0.93,0.069,0.6378894262133361,0.85,0.85,1,1591.1,4735.66,1089369.34,706065.5299999999,0.0,0.0,3163.38,897717.435
2025-10-23 09:00:00+00:00,47941.681318,146966.235688,285,0.926,0.920999995901361,0.6685267030624815,0.85,0.85,1,604.14,2560.72,1083516.38,714796.5899999999,0.0,0.0,1582.4299999999998,899156.4849999999
2025-10-23 11:15:00+00:00,3438.1114519999996,15547.89704,74,0.9239999778239985,0.9239999998152,0.8091080955093405,0.865,0.865,3,560.9433333333333,7025.223333333334,1087191.61,717433.2433333332,0.0,0.0,3793.083333333334,902312.4266666666
2025-10-23 12:45:00+00:00,18974.633471999998,30033.070724,84,0.925,0.925,0.6418452548633321,0.865,0.865,1,549.84,2222.07,1077949.84,712422.0599999998,0.0,0.0,1385.9550000000002,895185.95
2025-10-23 13:30:00+00:00,199.88986999999997,5620.79724,30,0.92500000328125,0.074,0.727258469571927,0.865,0.865,1,549.84,1638.62,1072138.84,707396.6099999999,0.0,0.0,1094.23,889767.725
2025-10-23 14:15:00+00:00,4072.867554,28581.191396000002,71,0.0739999342879926,0.9279999977919048,0.7468181398667735,0.865,0.865,3,241.61333333333334,1846.6066666666666,1073016.62,706899.6066666665,0.0,0.0,1044.11,889958.1133333333
2025-10-23 15:00:00+00:00,4632.163088,11057.229172,62,0.927999989614402,0.9269995652363344,0.7891535734528258,0.855,0.84,3,946.7966666666666,650.9033333333333,1075187.3833333335,709241.2066666664,-0.015000000000000013,-1.5000000000000013,798.8499999999999,892214.2949999999
2025-10-23 17:15:00+00:00,35136.538598,61868.584127999995,91,0.075,0.071,0.617451136042697,0.835,0.835,3,737.9066666666666,812.6333333333333,1077218.5,710085.4133333331,0.0,0.0,775.27,893651.9566666665
2025-10-23 18:00:00+00:00,15240.9661,45981.101512,183,0.928999999787104,0.071,0.6943110437288789,0.835,0.835,1,170.06,1082.11,1074138.4200000002,707973.7899999999,0.0,0.0,626.0849999999999,891056.105
2025-10-23 18:45:00+00:00,-2411.686192,97593.669678,332,0.929,0.9289999991500552,0.8252678446479125,0.825,0.825,5,887.6,44.0,1075225.25,709323.1899999998,0.0,0.0,465.8,892274.22
2025-10-23 19:30:00+00:00,13547.240236,131115.975724,468,0.928999999082937,0.929,0.8463805549805608,0.825,0.825,1,557.93,276.38,1077984.0699999998,709790.5699999998,0.0,0.0,417.155,893887.3199999998
2025-10-23 20:15:00+00:00,111057.385394,203949.168778,307,0.9289997310543088,0.0760000004206373,0.7850021190825245,0.825,0.8200000000000001,2,390.13,285.02,1074025.44,708722.1999999998,-0.004999999999999893,-0.49999999999998934,337.575,891373.8199999998
2025-10-23 21:45:00+00:00,649.6405180000003,18440.029368,165,0.9219998849343684,0.922,0.6770455842337798,0.815,0.815,1,210.0,643.8,1077240.34,709915.8999999999,0.0,0.0,426.9,893578.12
2025-10-23 23:15:00+00:00,-2712.4778459999998,110182.150356,383,0.922,0.923,0.7133237338398919,0.815,0.825,2,1855.0,119.165,1080804.72,712966.0499999999,0.010000000000000009,1.0000000000000009,987.0825,896885.385
2025-10-24 00:45:00+00:00,26587.24394,117376.333662,327,0.9259999999492295,0.9259999941305131,0.7121284192941614,0.83,0.83,2,3376.385,1653.27,1086708.575,712665.8399999999,0.0,0.0,2514.8275000000003,899687.2074999999
2025-10-24 01:30:00+00:00,58309.840346000005,98754.241314,232,0.9259999984092682,0.926,0.6394222491869472,0.835,0.83,3,1706.5966666666666,489.87999999999994,1080272.8833333335,713249.5799999997,-0.0050000000000000044,-0.5000000000000004,1098.2383333333332,896761.2316666667
2025-10-24 02:15:00+00:00,-15545.834124,133130.470706,375,0.926,0.929,0.7301979220142704,0.825,0.825,1,3124.19,193.92,1085975.42,723753.0799999998,0.0,0.0,1659.055,904864.2499999999
2025-10-24 03:00:00+00:00,6136.425336,74961.888978,262,0.929,0.07,0.6049961795947993,0.825,0.825,2,3113.07,186.08499999999998,1088051.6099999999,717984.4049999998,0.0,0.0,1649.5775,903018.0074999998
2025-10-24 03:45:00+00:00,41764.967786,152539.406704,698,0.07,0.07,0.5897808023798753,0.825,0.825,1,2721.47,178.25,1085477.9,718958.7999999998,0.0,0.0,1449.86,902218.3499999999
2025-10-24 04:30:00+00:00,37115.757258,99900.003434,693,0.93,0.93,0.6741673832972007,0.825,0.825,1,2721.47,374.63,1080276.04,717144.8499999997,0.0,0.0,1548.05,898710.4449999998
2025-10-24 05:15:00+00:00,38615.17248,113894.509642,719,0.9299999991816,0.0700000008439205,0.6367635581468876,0.825,0.825,2,1321.47,174.63,1077526.04,715384.8499999999,0.0,0.0,748.05,896455.445
2025-10-24 06:00:00+00:00,231623.619262,815799.01943,1703,0.93,0.933,0.670373162457349,0.825,0.825,1,521.37,637.06,1077826.2100000002,712433.8599999999,0.0,0.0,579.2149999999999,895130.035
2025-10-24 08:15:00+00:00,77481.960078,227142.38871,681,0.933999990424042,0.933,0.7654082078446929,0.825,0.825,1,517.32,450.84,1080611.16,713310.5399999998,0.0,0.0,484.08000000000004,896960.8499999999
