timestamp,timestamp_ms,best_bid_price,best_bid_size,best_ask_price,best_ask_size,mid_price,spread,ofi,ofi_simple,delta_mid_price,delta_best_bid,delta_best_ask,delta_bid_size,delta_ask_size,total_bid_size,total_ask_size,total_depth,time_diff
2025-11-01 00:04:28.087,1761980668087,0.001,814292.65,0.999,1504571.92,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5189089.699999999,4778717.139999999,9967806.839999998,4.357
2025-11-01 00:04:34.339,1761980674339,0.001,814292.65,0.999,1504571.92,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5188018.9399999995,4778555.389999999,9966574.329999998,6.252
2025-11-01 00:04:36.692,1761980676692,0.001,814292.65,0.999,1504571.92,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5188018.9399999995,4770766.1499999985,9958785.089999998,2.353
2025-11-01 00:04:38.892,1761980678892,0.001,814292.65,0.999,1504571.92,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5187751.4799999995,4770766.1499999985,9958517.629999999,2.2
2025-11-01 00:04:40.199,1761980680199,0.001,814292.65,0.999,1504571.92,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5186278.649999999,4771033.6099999985,9957312.259999998,1.307
2025-11-01 00:04:44.176,1761980684176,0.001,814292.65,0.999,1504571.92,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5187367.740000001,4772605.079999999,9959972.82,3.977
2025-11-01 00:04:57.713,1761980697713,0.001,814292.65,0.999,1504571.92,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5186405.0,4779746.119999999,9966151.12,13.537
2025-11-01 00:05:25.117,1761980725117,0.001,814292.65,0.999,1504571.92,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5186230.0,4780028.879999999,9966258.879999999,27.404
2025-11-01 00:05:34.625,1761980734625,0.001,814292.65,0.999,1504571.92,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5186650.92,4780028.879999999,9966679.799999999,9.508
2025-11-01 00:06:01.087,1761980761087,0.001,814292.65,0.999,1503655.17,0.5,0.998,916.75,916.75,0.0,0.0,0.0,0.0,-916.75,5190101.25,4780351.129999999,9970452.379999999,26.462
2025-11-01 00:06:02.969,1761980762969,0.001,814292.65,0.999,1503655.17,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5189867.74,4780351.129999999,9970218.87,1.882
2025-11-01 00:06:07.677,1761980767677,0.001,814292.65,0.999,1503655.17,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5189472.74,4780791.409999999,9970264.149999999,4.708
2025-11-01 00:06:13.694,1761980773694,0.001,814292.65,0.999,1503655.17,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5189472.74,4780788.219999999,9970260.959999999,6.017
2025-11-01 00:06:14.959,1761980774959,0.001,814292.65,0.999,1503655.17,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5189472.74,4780779.549999999,9970252.29,1.265
2025-11-01 00:06:34.492,1761980794492,0.001,814292.65,0.999,1503655.17,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5189472.74,4779777.429999999,9969250.169999998,19.533
2025-11-01 00:06:59.915,1761980819915,0.001,814292.65,0.999,1503655.17,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5190766.68,4777922.419999999,9968689.099999998,25.423
2025-11-01 00:07:01.460,1761980821460,0.001,814292.65,0.999,1503655.17,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5190716.68,4777901.419999999,9968618.099999998,1.545
2025-11-01 00:07:12.298,1761980832298,0.001,814292.65,0.999,1504733.67,0.5,0.998,-1078.5,-1078.5,0.0,0.0,0.0,0.0,1078.5,5190572.96,4779059.919999999,9969632.879999999,10.838
2025-11-01 00:07:14.830,1761980834830,0.001,814292.65,0.999,1504733.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5190258.5,4780929.289999999,9971187.79,2.532
2025-11-01 00:07:21.611,1761980841611,0.001,814292.65,0.999,1504733.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5189980.48,4780699.409999999,9970679.89,6.781
2025-11-01 00:08:12.673,1761980892673,0.001,814292.65,0.999,1504733.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5189408.180000001,4778541.509999999,9967949.69,51.062
2025-11-01 00:08:17.053,1761980897053,0.001,814292.65,0.999,1504733.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5189508.180000001,4778931.939999999,9968440.12,4.38
2025-11-01 00:08:52.158,1761980932158,0.001,814292.65,0.999,1504733.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5185978.130000001,4777017.219999998,9962995.349999998,35.105
2025-11-01 00:08:59.731,1761980939731,0.001,814292.65,0.999,1504733.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5186339.070000001,4776858.159999998,9963197.23,7.573
2025-11-01 00:10:18.605,1761981018605,0.001,814292.65,0.999,1504764.67,0.5,0.998,-31.0,-31.0,0.0,0.0,0.0,0.0,31.0,5187253.2299999995,4831985.739999998,10019238.969999999,78.874
2025-11-01 00:10:25.658,1761981025658,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5187259.82,4833818.7299999995,10021078.55,7.053
2025-11-01 00:10:37.903,1761981037903,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5184947.180000001,4826720.199999998,10011667.379999999,12.245
2025-11-01 00:10:47.789,1761981047789,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5187672.72,4781126.739999998,9968799.459999997,9.886
2025-11-01 00:10:48.994,1761981048994,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5187446.68,4781126.739999998,9968573.419999998,1.205
2025-11-01 00:10:57.304,1761981057304,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5185881.91,4781226.409999999,9967108.32,8.31
2025-11-01 00:10:59.904,1761981059904,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5185455.36,4781231.409999999,9966686.77,2.6
2025-11-01 00:11:42.055,1761981102055,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5185575.36,4781661.819999999,9967237.18,42.151
2025-11-01 00:11:58.646,1761981118646,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5185327.69,4782738.519999999,9968066.209999999,16.591
2025-11-01 00:12:06.049,1761981126049,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5188109.110000001,4782738.519999999,9970847.629999999,7.403
2025-11-01 00:12:10.682,1761981130682,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5188109.110000001,4782735.329999998,9970844.44,4.633
2025-11-01 00:12:20.612,1761981140612,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5187709.110000001,4782720.419999999,9970429.530000001,9.93
2025-11-01 00:12:46.666,1761981166666,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5188106.110000001,4782485.959999999,9970592.07,26.054
2025-11-01 00:13:51.923,1761981231923,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5189289.240000001,4782827.029999999,9972116.27,65.257
2025-11-01 00:14:03.859,1761981243859,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5188872.240000001,4782823.839999999,9971696.08,11.936
2025-11-01 00:14:22.522,1761981262522,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5192933.7,4783501.569999998,9976435.27,18.663
2025-11-01 00:14:35.790,1761981275790,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5192804.84,4783501.569999998,9976306.409999998,13.268
2025-11-01 00:15:01.628,1761981301628,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5192804.84,4783267.809999999,9976072.649999999,25.838
2025-11-01 00:15:12.510,1761981312510,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5188144.1899999995,4776056.749999998,9964200.939999998,10.882
2025-11-01 00:15:23.982,1761981323982,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5192414.66,4773125.109999999,9965539.77,11.472
2025-11-01 00:15:35.816,1761981335816,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5189933.639999999,4766757.519999999,9956691.159999996,11.834
2025-11-01 00:15:40.400,1761981340400,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5181944.659999999,4811823.02,9993767.68,4.584
2025-11-01 00:15:47.808,1761981347808,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5192882.599999999,4824758.41,10017641.009999998,7.408
2025-11-01 00:15:59.158,1761981359158,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5191937.459999998,4824599.149999999,10016536.609999998,11.35
2025-11-01 00:16:06.245,1761981366245,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5191773.689999999,4823572.4799999995,10015346.169999998,7.087
2025-11-01 00:16:25.505,1761981385505,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5191765.709999999,4823572.4799999995,10015338.189999998,19.26
2025-11-01 00:16:45.628,1761981405628,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5201448.929999999,4831727.839999999,10033176.769999998,20.123
2025-11-01 00:16:45.922,1761981405922,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5201448.929999999,4831092.239999999,10032541.169999998,0.294
2025-11-01 00:16:49.331,1761981409331,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5201548.929999999,4830986.299999999,10032535.229999997,3.409
2025-11-01 00:17:12.276,1761981432276,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5198790.269999999,4830997.209999999,10029787.479999997,22.945
2025-11-01 00:17:18.288,1761981438288,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5198790.269999999,4830754.619999999,10029544.889999997,6.012
2025-11-01 00:17:19.267,1761981439267,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5198790.269999999,4830515.209999999,10029305.479999997,0.979
2025-11-01 00:17:20.839,1761981440839,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5198790.269999999,4830263.089999999,10029053.359999998,1.572
2025-11-01 00:17:30.744,1761981450744,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5198373.469999999,4830049.1,10028422.569999998,9.905
2025-11-01 00:17:41.682,1761981461682,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5198373.469999999,4829804.389999999,10028177.859999998,10.938
2025-11-01 00:17:43.536,1761981463536,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5198373.469999999,4829801.619999999,10028175.089999998,1.854
2025-11-01 00:17:53.298,1761981473298,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5203656.619999998,4827144.1499999985,10030800.769999996,9.762
2025-11-01 00:17:53.792,1761981473792,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5203646.619999998,4828884.179999999,10032530.799999997,0.494
2025-11-01 00:18:08.442,1761981488442,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5201686.7299999995,4828778.349999999,10030465.079999998,14.65
2025-11-01 00:18:09.347,1761981489347,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5201468.899999999,4828778.349999999,10030247.249999998,0.905
2025-11-01 00:18:17.870,1761981497870,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5203768.899999999,4828312.739999998,10032081.639999997,8.523
2025-11-01 00:18:23.985,1761981503985,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5203768.899999999,4828216.119999998,10031985.019999998,6.115
2025-11-01 00:18:50.447,1761981530447,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5203964.41,4828290.619999999,10032255.03,26.462
2025-11-01 00:18:52.879,1761981532879,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5203964.41,4828287.439999999,10032251.849999998,2.432
2025-11-01 00:18:55.728,1761981535728,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5203260.12,4828287.439999999,10031547.559999999,2.849
2025-11-01 00:18:58.591,1761981538591,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5202908.01,4828287.439999999,10031195.45,2.863
2025-11-01 00:19:01.064,1761981541064,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5202752.43,4828287.439999999,10031039.869999997,2.473
2025-11-01 00:19:01.472,1761981541472,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5202613.03,4828287.439999999,10030900.469999999,0.408
2025-11-01 00:19:01.844,1761981541844,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5202368.33,4828287.439999999,10030655.77,0.372
2025-11-01 00:19:07.600,1761981547600,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5201054.35,4828287.439999999,10029341.79,5.756
2025-11-01 00:19:25.012,1761981565012,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5200889.49,4828343.16,10029232.65,17.412
2025-11-01 00:19:33.897,1761981573897,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5200761.63,4828343.16,10029104.79,8.885
2025-11-01 00:19:54.787,1761981594787,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5201825.32,4828808.81,10030634.129999999,20.89
2025-11-01 00:19:57.436,1761981597436,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5201792.46,4818567.779999999,10020360.239999998,2.649
2025-11-01 00:20:07.706,1761981607706,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5197373.46,4829376.499999999,10026749.959999999,10.27
2025-11-01 00:20:13.586,1761981613586,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5197705.409999999,4828357.85,10026063.259999998,5.88
2025-11-01 00:20:31.395,1761981631395,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5198210.409999999,4827897.8,10026108.209999999,17.809
2025-11-01 00:20:52.767,1761981652767,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5196048.9399999995,4823040.68,10019089.62,21.372
2025-11-01 00:21:04.993,1761981664993,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5200025.199999998,4828471.629999999,10028496.829999998,12.226
2025-11-01 00:21:11.025,1761981671025,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5200033.169999998,4828810.170000001,10028843.34,6.032
2025-11-01 00:21:13.360,1761981673360,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5199933.179999999,4828806.99,10028740.169999998,2.335
2025-11-01 00:21:32.026,1761981692026,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5199782.299999999,4833596.99,10033379.29,18.666
2025-11-01 00:21:35.333,1761981695333,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5199782.299999999,4833594.87,10033377.169999998,3.307
2025-11-01 00:21:37.695,1761981697695,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5199782.299999999,4826684.94,10026467.239999998,2.362
2025-11-01 00:21:38.066,1761981698066,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5199782.299999999,4826679.640000001,10026461.94,0.371
2025-11-01 00:22:06.417,1761981726417,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5190378.6,4824473.23,10014851.83,28.351
2025-11-01 00:22:10.228,1761981730228,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5198339.479999999,4833334.340000001,10031673.82,3.811
2025-11-01 00:22:39.632,1761981759632,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5209604.479999999,4833090.090000001,10042694.57,29.404
2025-11-01 00:22:52.200,1761981772200,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5209604.479999999,4833085.850000001,10042690.329999998,12.568
2025-11-01 00:22:54.578,1761981774578,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5209604.479999999,4833275.260000001,10042879.739999998,2.378
2025-11-01 00:23:17.521,1761981797521,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5209648.6,4832089.9,10041738.5,22.943
2025-11-01 00:23:17.554,1761981797554,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5209648.6,4831970.66,10041619.26,0.033
2025-11-01 00:23:46.709,1761981826709,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5209643.6,4827285.890000001,10036929.49,29.155
2025-11-01 00:24:58.899,1761981898899,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5202669.179999999,4827653.639999999,10030322.819999997,72.19
2025-11-01 00:24:59.248,1761981899248,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5202669.179999999,4827400.719999999,10030069.899999999,0.349
2025-11-01 00:25:00.760,1761981900760,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5202709.619999999,4826326.68,10029036.299999999,1.512
2025-11-01 00:25:11.911,1761981911911,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5207630.489999997,4827512.540000001,10035143.029999997,11.151
2025-11-01 00:25:19.439,1761981919439,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5205841.739999998,4827512.540000001,10033354.28,7.528
2025-11-01 00:25:36.430,1761981936430,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5205941.739999998,4827544.86,10033486.599999998,16.991
2025-11-01 00:26:03.902,1761981963902,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5204727.859999999,4826453.510000001,10031181.370000001,27.472
2025-11-01 00:26:29.537,1761981989537,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5206053.859999999,4827146.510000001,10033200.370000001,25.635
2025-11-01 00:26:47.779,1761982007779,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5206006.769999999,4827467.539999999,10033474.309999999,18.242
2025-11-01 00:27:07.747,1761982027747,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5205103.689999999,4819978.92,10025082.61,19.968
2025-11-01 00:27:21.705,1761982041705,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5201965.669999999,4815358.570000001,10017324.24,13.958
2025-11-01 00:27:23.778,1761982043778,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5201965.669999999,4815114.920000001,10017080.59,2.073
2025-11-01 00:27:46.328,1761982066328,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5204679.759999999,4820074.78,10024754.54,22.55
2025-11-01 00:28:03.184,1761982083184,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5204679.759999999,4820413.61,10025093.37,16.856
2025-11-01 00:28:03.198,1761982083198,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5204679.759999999,4820305.0200000005,10024984.78,0.014
2025-11-01 00:28:04.694,1761982084694,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5204679.759999999,4820295.0200000005,10024974.78,1.496
2025-11-01 00:28:05.694,1761982085694,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5206137.059999999,4819902.32,10026039.379999999,1.0
2025-11-01 00:28:15.894,1761982095894,0.001,814292.65,0.999,1504764.67,0.5,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5208190.829999999,4817697.14,10025887.969999999,10.2
