timestamp,timestamp_ms,best_bid_price,best_bid_size,best_ask_price,best_ask_size,mid_price,spread,bid_levels,ask_levels,total_bid_size,total_ask_size
2025-11-01 00:16:25.505,1761981385505,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5191765.709999999,4823572.4799999995
2025-11-01 00:16:45.628,1761981405628,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5201448.929999999,4831727.839999999
2025-11-01 00:16:45.922,1761981405922,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5201448.929999999,4831092.239999999
2025-11-01 00:16:49.331,1761981409331,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5201548.929999999,4830986.299999999
2025-11-01 00:17:12.276,1761981432276,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5198790.269999999,4830997.209999999
2025-11-01 00:17:18.288,1761981438288,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5198790.269999999,4830754.619999999
2025-11-01 00:17:19.267,1761981439267,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5198790.269999999,4830515.209999999
2025-11-01 00:17:20.839,1761981440839,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5198790.269999999,4830263.089999999
2025-11-01 00:17:30.744,1761981450744,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5198373.469999999,4830049.1
2025-11-01 00:17:41.682,1761981461682,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5198373.469999999,4829804.389999999
2025-11-01 00:17:43.536,1761981463536,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5198373.469999999,4829801.619999999
2025-11-01 00:17:53.298,1761981473298,0.001,814292.65,0.999,1504764.67,0.5,0.998,186,54,5203656.619999998,4827144.1499999985
2025-11-01 00:17:53.792,1761981473792,0.001,814292.65,0.999,1504764.67,0.5,0.998,186,54,5203646.619999998,4828884.179999999
2025-11-01 00:18:08.442,1761981488442,0.001,814292.65,0.999,1504764.67,0.5,0.998,186,54,5201686.7299999995,4828778.349999999
2025-11-01 00:18:09.347,1761981489347,0.001,814292.65,0.999,1504764.67,0.5,0.998,186,54,5201468.899999999,4828778.349999999
2025-11-01 00:18:17.870,1761981497870,0.001,814292.65,0.999,1504764.67,0.5,0.998,186,54,5203768.899999999,4828312.739999998
2025-11-01 00:18:23.985,1761981503985,0.001,814292.65,0.999,1504764.67,0.5,0.998,186,54,5203768.899999999,4828216.119999998
2025-11-01 00:18:50.447,1761981530447,0.001,814292.65,0.999,1504764.67,0.5,0.998,186,54,5203964.41,4828290.619999999
2025-11-01 00:18:52.879,1761981532879,0.001,814292.65,0.999,1504764.67,0.5,0.998,186,54,5203964.41,4828287.439999999
2025-11-01 00:18:55.728,1761981535728,0.001,814292.65,0.999,1504764.67,0.5,0.998,186,54,5203260.12,4828287.439999999
2025-11-01 00:18:58.591,1761981538591,0.001,814292.65,0.999,1504764.67,0.5,0.998,186,54,5202908.01,4828287.439999999
2025-11-01 00:19:01.064,1761981541064,0.001,814292.65,0.999,1504764.67,0.5,0.998,186,54,5202752.43,4828287.439999999
2025-11-01 00:19:01.472,1761981541472,0.001,814292.65,0.999,1504764.67,0.5,0.998,186,54,5202613.03,4828287.439999999
2025-11-01 00:19:01.844,1761981541844,0.001,814292.65,0.999,1504764.67,0.5,0.998,186,54,5202368.33,4828287.439999999
2025-11-01 00:19:07.600,1761981547600,0.001,814292.65,0.999,1504764.67,0.5,0.998,186,54,5201054.35,4828287.439999999
2025-11-01 00:19:25.012,1761981565012,0.001,814292.65,0.999,1504764.67,0.5,0.998,186,54,5200889.49,4828343.16
2025-11-01 00:19:33.897,1761981573897,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5200761.63,4828343.16
2025-11-01 00:19:54.787,1761981594787,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5201825.32,4828808.81
2025-11-01 00:19:57.436,1761981597436,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5201792.46,4818567.779999999
2025-11-01 00:20:07.706,1761981607706,0.001,814292.65,0.999,1504764.67,0.5,0.998,182,55,5197373.46,4829376.499999999
2025-11-01 00:20:13.586,1761981613586,0.001,814292.65,0.999,1504764.67,0.5,0.998,182,55,5197705.409999999,4828357.85
2025-11-01 00:20:31.395,1761981631395,0.001,814292.65,0.999,1504764.67,0.5,0.998,182,54,5198210.409999999,4827897.8
2025-11-01 00:20:52.767,1761981652767,0.001,814292.65,0.999,1504764.67,0.5,0.998,182,54,5196048.9399999995,4823040.68
2025-11-01 00:21:04.993,1761981664993,0.001,814292.65,0.999,1504764.67,0.5,0.998,182,54,5200025.199999998,4828471.629999999
2025-11-01 00:21:11.025,1761981671025,0.001,814292.65,0.999,1504764.67,0.5,0.998,182,54,5200033.169999998,4828810.170000001
2025-11-01 00:21:13.360,1761981673360,0.001,814292.65,0.999,1504764.67,0.5,0.998,182,54,5199933.179999999,4828806.99
2025-11-01 00:21:32.026,1761981692026,0.001,814292.65,0.999,1504764.67,0.5,0.998,182,54,5199782.299999999,4833596.99
2025-11-01 00:21:35.333,1761981695333,0.001,814292.65,0.999,1504764.67,0.5,0.998,182,54,5199782.299999999,4833594.87
2025-11-01 00:21:37.695,1761981697695,0.001,814292.65,0.999,1504764.67,0.5,0.998,182,54,5199782.299999999,4826684.94
2025-11-01 00:21:38.066,1761981698066,0.001,814292.65,0.999,1504764.67,0.5,0.998,182,54,5199782.299999999,4826679.640000001
2025-11-01 00:22:06.417,1761981726417,0.001,814292.65,0.999,1504764.67,0.5,0.998,181,54,5190378.6,4824473.23
2025-11-01 00:22:10.228,1761981730228,0.001,814292.65,0.999,1504764.67,0.5,0.998,181,54,5198339.479999999,4833334.340000001
2025-11-01 00:22:39.632,1761981759632,0.001,814292.65,0.999,1504764.67,0.5,0.998,183,54,5209604.479999999,4833090.090000001
2025-11-01 00:22:52.200,1761981772200,0.001,814292.65,0.999,1504764.67,0.5,0.998,183,54,5209604.479999999,4833085.850000001
2025-11-01 00:22:54.578,1761981774578,0.001,814292.65,0.999,1504764.67,0.5,0.998,183,54,5209604.479999999,4833275.260000001
2025-11-01 00:23:17.521,1761981797521,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,54,5209648.6,4832089.9
2025-11-01 00:23:17.554,1761981797554,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,54,5209648.6,4831970.66
2025-11-01 00:23:46.709,1761981826709,0.001,814292.65,0.999,1504764.67,0.5,0.998,183,55,5209643.6,4827285.890000001
2025-11-01 00:24:58.899,1761981898899,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,55,5202669.179999999,4827653.639999999
2025-11-01 00:24:59.248,1761981899248,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,54,5202669.179999999,4827400.719999999
2025-11-01 00:25:00.760,1761981900760,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,54,5202709.619999999,4826326.68
2025-11-01 00:25:11.911,1761981911911,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,54,5207630.489999997,4827512.540000001
2025-11-01 00:25:19.439,1761981919439,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,54,5205841.739999998,4827512.540000001
2025-11-01 00:25:36.430,1761981936430,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,54,5205941.739999998,4827544.86
2025-11-01 00:26:03.902,1761981963902,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,54,5204727.859999999,4826453.510000001
2025-11-01 00:26:29.537,1761981989537,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,55,5206053.859999999,4827146.510000001
2025-11-01 00:26:47.779,1761982007779,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,55,5206006.769999999,4827467.539999999
2025-11-01 00:27:07.747,1761982027747,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,55,5205103.689999999,4819978.92
2025-11-01 00:27:21.705,1761982041705,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,55,5201965.669999999,4815358.570000001
2025-11-01 00:27:23.778,1761982043778,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,55,5201965.669999999,4815114.920000001
2025-11-01 00:27:46.328,1761982066328,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,55,5204679.759999999,4820074.78
2025-11-01 00:28:03.184,1761982083184,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,55,5204679.759999999,4820413.61
2025-11-01 00:28:03.198,1761982083198,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,55,5204679.759999999,4820305.0200000005
2025-11-01 00:28:04.694,1761982084694,0.001,814292.65,0.999,1504764.67,0.5,0.998,184,55,5204679.759999999,4820295.0200000005
2025-11-01 00:28:05.694,1761982085694,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5206137.059999999,4819902.32
2025-11-01 00:28:15.894,1761982095894,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5208190.829999999,4817697.14
2025-11-01 00:28:18.189,1761982098189,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5208190.829999999,4817729.46
2025-11-01 00:28:25.669,1761982105669,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5206091.62,4817729.46
2025-11-01 00:28:25.702,1761982105702,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5205983.04,4817729.46
2025-11-01 00:28:47.083,1761982127083,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5206297.8,4817572.9399999995
2025-11-01 00:29:00.101,1761982140101,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5206630.55,4826298.68
2025-11-01 00:29:29.013,1761982169013,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5203432.02,4821212.549999999
2025-11-01 00:29:37.753,1761982177753,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5199775.999999999,4809943.559999999
2025-11-01 00:29:38.303,1761982178303,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5194661.709999999,4820448.769999999
2025-11-01 00:29:46.229,1761982186229,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5201914.589999999,4826415.199999998
2025-11-01 00:29:46.463,1761982186463,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5201672.329999999,4826415.199999998
2025-11-01 00:30:00.896,1761982200896,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5205370.329999999,4826391.539999999
2025-11-01 00:30:27.858,1761982227858,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5205703.079999999,4826065.509999999
2025-11-01 00:30:56.752,1761982256752,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5205749.079999999,4826062.329999999
2025-11-01 00:31:21.537,1761982281537,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5206677.089999999,4826042.329999999
2025-11-01 00:31:21.662,1761982281662,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5206677.089999999,4825800.309999999
2025-11-01 00:31:24.128,1761982284128,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5206677.089999999,4825291.539999999
2025-11-01 00:31:30.995,1761982290995,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5206447.019999999,4825291.539999999
2025-11-01 00:32:21.841,1761982341841,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5213776.439999999,4826591.589999999
2025-11-01 00:32:30.116,1761982350116,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5213776.439999999,4826570.009999999
2025-11-01 00:33:26.352,1761982406352,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5213776.439999999,5228421.059999999
2025-11-01 00:33:27.309,1761982407309,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5213523.519999999,5228421.059999999
2025-11-01 00:33:31.752,1761982411752,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5213289.769999999,5428421.059999999
2025-11-01 00:33:34.885,1761982414885,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5213289.769999999,5428399.889999999
2025-11-01 00:33:52.584,1761982432584,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5213244.069999998,5472159.889999999
2025-11-01 00:34:00.641,1761982440641,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5213244.069999998,5471920.729999999
2025-11-01 00:34:10.587,1761982450587,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5210087.549999999,5466681.639999999
2025-11-01 00:34:20.291,1761982460291,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5209543.669999999,5470315.52
2025-11-01 00:35:29.880,1761982529880,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5209543.669999999,5471393.209999999
2025-11-01 00:35:51.010,1761982551010,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5211801.899999999,5471393.209999999
2025-11-01 00:35:54.323,1761982554323,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5211801.899999999,5471387.909999999
2025-11-01 00:35:55.420,1761982555420,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5211801.899999999,5471059.859999999
2025-11-01 00:35:58.833,1761982558833,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5211801.899999999,5467992.149999999
2025-11-01 00:36:00.144,1761982560144,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5211801.899999999,5467991.09
2025-11-01 00:36:00.356,1761982560356,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5211801.899999999,5467988.97
2025-11-01 00:36:07.072,1761982567072,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5208734.199999999,5468048.97
2025-11-01 00:36:28.234,1761982588234,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5208934.199999999,5467828.869999999
2025-11-01 00:36:31.293,1761982591293,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5208994.199999999,5467755.199999999
2025-11-01 00:36:44.992,1761982604992,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5205828.079999999,5462264.239999998
2025-11-01 00:36:45.849,1761982605849,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5205828.079999999,5461791.7299999995
2025-11-01 00:36:48.796,1761982608796,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5210726.9,5467034.4799999995
2025-11-01 00:37:00.832,1761982620832,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,53,5208763.99,5466792.809999999
2025-11-01 00:37:16.560,1761982636560,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,53,5208533.06,5468126.519999999
2025-11-01 00:37:31.647,1761982651647,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5210256.819999999,5470000.849999999
2025-11-01 00:37:36.737,1761982656737,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5210256.819999999,5469471.739999998
2025-11-01 00:37:44.935,1761982664935,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5208041.67,5469434.989999998
2025-11-01 00:37:59.039,1761982679039,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5207983.67,5470497.869999998
2025-11-01 00:38:03.661,1761982683661,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5208043.67,5470328.069999998
2025-11-01 00:38:09.417,1761982689417,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5208043.67,5470080.439999999
2025-11-01 00:38:11.329,1761982691329,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5208033.67,5470223.509999999
2025-11-01 00:38:18.753,1761982698753,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5208033.67,5471311.379999999
2025-11-01 00:38:18.955,1761982698955,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5208030.1899999995,5471311.379999999
2025-11-01 00:38:48.480,1761982728480,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5208030.1899999995,5470921.189999999
2025-11-01 00:38:53.885,1761982733885,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5207800.27,5471076.9399999995
2025-11-01 00:39:01.390,1761982741390,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5207800.27,5470976.9399999995
2025-11-01 00:39:08.411,1761982748411,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5207481.47,5470976.9399999995
2025-11-01 00:39:14.335,1761982754335,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5207480.33,5470976.9399999995
2025-11-01 00:39:15.900,1761982755900,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5207480.33,5470776.9399999995
2025-11-01 00:39:31.761,1761982771761,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5207301.75,5470776.9399999995
2025-11-01 00:39:40.794,1761982780794,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,54,5207311.75,5470558.709999999
2025-11-01 00:40:00.442,1761982800442,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5207284.649999999,5470565.019999999
2025-11-01 00:40:04.923,1761982804923,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5207053.8,5470565.019999999
2025-11-01 00:40:11.149,1761982811149,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5208103.8,5470593.51
2025-11-01 00:41:07.926,1761982867926,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5200147.779999999,5469961.84
2025-11-01 00:41:48.385,1761982908385,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5200147.779999999,5469715.27
2025-11-01 00:41:53.719,1761982913719,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5200147.779999999,5469614.739999999
2025-11-01 00:42:07.457,1761982927457,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5200147.779999999,5469508.909999999
2025-11-01 00:42:16.073,1761982936073,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5200147.779999999,5469266.58
2025-11-01 00:42:19.938,1761982939938,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5200047.779999999,5469266.58
2025-11-01 00:42:32.151,1761982952151,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5199834.029999999,5471183.22
2025-11-01 00:42:33.031,1761982953031,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5199834.029999999,5471161.659999999
2025-11-01 00:43:17.744,1761982997744,0.001,814292.65,0.999,1504764.67,0.5,0.998,185,55,5199834.029999999,5474354.779999999
